chr	start	end	gene	sym	eig	compartment
chr1	53946350	53946352	ENSG00000116212	LRRC42	0.663834131610252	A
chr1	77979175	77979177	ENSG00000162616	DNAJB4	0.0337216007856855	A
chr1	62436297	62436299	ENSG00000162607	USP1	0.121245381596243	A
chr1	77282019	77282021	ENSG00000154027	AK5	-0.428053197710297	B
chr1	77979542	77979544	ENSG00000137960	GIPC2	0.0337216007856855	A
chr1	62597520	62597522	ENSG00000132855	ANGPTL3	0.0182735994218961	A
chr1	65248219	65248221	ENSG00000116675	DNAJC6	-0.0942629959949284	B
chr1	65147549	65147551	ENSG00000162433	AK4	0.0530792623041857	A
chr1	65420587	65420589	ENSG00000213625	LEPROT	-0.156795617294991	B
chr1	46246461	46246463	ENSG00000085999	RAD54L	0.739972686144925	A
chr1	64470129	64470131	ENSG00000158966	CACHD1	0.157240582487727	A
chr1	63523372	63523374	ENSG00000203965	EFCAB7	0.0509651536891677	A
chr1	76867480	76867482	ENSG00000117069	ST6GALNAC5	-0.479709900874573	B
chr1	62784135	62784137	ENSG00000125703	ATG4C	0.0238726957395806	A
chr1	86914648	86914650	ENSG00000153936	HS2ST1	-0.0788391548093592	B
chr1	39692182	39692184	ENSG00000084072	PPIE	0.585625170630167	A
chr1	77779624	77779626	ENSG00000180488	MIGA1	0.0950308549241212	A
chr1	86468368	86468370	ENSG00000016490	CLCA1	-0.452312205998258	B
chr1	67685201	67685203	ENSG00000116717	GADD45A	-0.105790569463192	B
chr1	43650149	43650151	ENSG00000066135	KDM4A	0.626836084776726	A
chr1	54641790	54641792	ENSG00000184313	MROH7	0.573482381204907	A
chr1	78303884	78303886	ENSG00000122420	PTGFR	-0.836619974225879	B
chr1	86993009	86993011	ENSG00000267561		-0.0788391548093592	B
chr1	87328880	87328882	ENSG00000143013	LMO4	-0.250875724381244	B
chr1	52404602	52404604	ENSG00000134748	PRPF38A	0.445541711546348	A
chr1	76074746	76074748	ENSG00000184005	ST6GALNAC3	-0.265024081573325	B
chr1	46394317	46394319	ENSG00000117480	FAAH	0.875259197370295	A
chr1	52633168	52633170	ENSG00000182183	SHISAL2A	0.518151532462864	A
chr1	89633140	89633142	ENSG00000271949		-0.0961658978536023	B
chr1	43525187	43525189	ENSG00000142949	PTPRF	0.633596804199659	A
chr1	54998933	54998935	ENSG00000162399	BSND	0.563496882759333	A
chr1	52602371	52602373	ENSG00000116157	GPX7	0.518151532462864	A
chr1	94820342	94820344	ENSG00000143036	SLC44A3	0.0367909612647148	A
chr1	88684222	88684224	ENSG00000065243	PKN2	-0.233205670115279	B
chr1	86547078	86547080	ENSG00000016602	CLCA4	-0.641842357659288	B
chr1	94418389	94418391	ENSG00000117528	ABCD3	0.167337254793729	A
chr1	54641786	54641788	ENSG00000271723	MROH7-TTC4	0.573482381204907	A
chr1	99970011	99970013	ENSG00000283761		-0.185904928783186	B
chr1	34759740	34759742	ENSG00000189433	GJB4	0.458202072410109	A
chr1	43269983	43269985	ENSG00000179178	TMEM125	0.510046761706378	A
chr1	86704576	86704578	ENSG00000097033	SH3GLB1	-0.199198213172788	B
chr1	52927276	52927278	ENSG00000116171	SCP2	0.592374575212864	A
chr1	59814786	59814788	ENSG00000134709	HOOK1	-0.0561919064608188	B
chr1	44213455	44213457	ENSG00000178028	DMAP1	0.780079406375518	A
chr1	109984765	109984767	ENSG00000168710	AHCYL1	0.650867732347957	A
chr1	95117355	95117357	ENSG00000152078	TLCD4	-0.213012447280769	B
chr1	89821014	89821016	ENSG00000171492	LRRC8D	0.205110769532848	A
chr1	101236865	101236867	ENSG00000170989	S1PR1	-0.23923388999421	B
chr1	108450287	108450289	ENSG00000186086	NBPF6	-0.319594924033527	B
chr1	109113679	109113681	ENSG00000116299	ELAPOR1	0.480641281666016	A
chr1	63593411	63593413	ENSG00000079739	PGM1	0.0509651536891677	A
chr1	18107798	18107800	ENSG00000117154	IGSF21	0.554090127009535	A
chr1	113979441	113979443	ENSG00000116774	OLFML3	0.360054196874319	A
chr1	84479259	84479261	ENSG00000117133	RPF1	-0.21896375704942	B
chr1	43389882	43389884	ENSG00000198198	SZT2	0.753443964326107	A
chr1	109711780	109711782	ENSG00000134201	GSTM5	0.565650924545857	A
chr1	109668022	109668024	ENSG00000213366	GSTM2	0.730487829646264	A
chr1	99646113	99646115	ENSG00000099260	PALMD	-0.348747933221584	B
chr1	100719742	100719744	ENSG00000162692	VCAM1	-0.529516704373817	B
chr1	113929324	113929326	ENSG00000163349	HIPK1	0.360054196874319	A
chr1	100538139	100538141	ENSG00000181656	GPR88	-0.499207398848772	B
chr1	95234210	95234212	ENSG00000122481	RWDD3	-0.312102732537298	B
chr1	117367449	117367451	ENSG00000198162	MAN1A2	0.109435893449384	A
chr1	112396214	112396216	ENSG00000143079	CTTNBP2NL	0.444731041206845	A
chr1	84999147	84999149	ENSG00000162643	DNAI3	-0.172528623428144	B
chr1	110031577	110031579	ENSG00000143093	STRIP1	0.748442467070301	A
chr1	111346622	111346624	ENSG00000173947	PIFO	0.364075034664928	A
chr1	145095974	145095976	ENSG00000215784	FAM72D	NA	NA
chr1	112673141	112673143	ENSG00000155363	MOV10	0.754465311840791	A
chr1	113073198	113073200	ENSG00000198799	LRIG2	0.524678012577263	A
chr1	99969351	99969353	ENSG00000117620	SLC35A3	-0.185904928783186	B
chr1	99850361	99850363	ENSG00000162688	AGL	-0.127598007274436	B
chr1	110150494	110150496	ENSG00000197106	SLC6A17	0.648701258849313	A
chr1	119415050	119415052	ENSG00000203859	HSD3B2	-0.0895747051235132	B
chr1	103525691	103525693	ENSG00000185946	RNPC3	NA	NA
chr1	98661701	98661703	ENSG00000162627	SNX7	-0.537914894842176	B
chr1	145824088	145824090	ENSG00000186141	POLR3C	0.874622239021904	A
chr1	109213918	109213920	ENSG00000031698	SARS1	0.617778132465776	A
chr1	100896076	100896078	ENSG00000162695	SLC30A7	-0.399821580499628	B
chr1	109687814	109687816	ENSG00000134184	GSTM1	0.730487829646264	A
chr1	116909916	116909918	ENSG00000134247	PTGFRN	0.392787167180814	A
chr1	89995112	89995114	ENSG00000162664	ZNF326	0.177676858181352	A
chr1	115641991	115641993	ENSG00000173218	VANGL1	0.301239338018316	A
chr1	117606048	117606050	ENSG00000183508	TENT5C	0.152924331781027	A
chr1	150067279	150067281	ENSG00000136631	VPS45	0.870331500254518	A
chr1	114854863	114854865	ENSG00000198765	SYCP1	0.0710577280542908	A
chr1	151197949	151197951	ENSG00000143398	PIP5K1A	0.844744471029652	A
chr1	150321533	150321535	ENSG00000117360	PRPF3	0.868216209337898	A
chr1	113905213	113905215	ENSG00000118655	DCLRE1B	0.360054196874319	A
chr1	146938744	146938746	ENSG00000268043	NBPF12	0.783587100366514	A
chr1	112619832	112619834	ENSG00000116489	CAPZA1	0.754465311840791	A
chr1	115029826	115029828	ENSG00000134200	TSHB	0.0870068908444731	A
chr1	150268200	150268202	ENSG00000118292	C1orf54	0.818793074442729	A
chr1	117929724	117929726	ENSG00000065183	WDR3	0.0402487283367965	A
chr1	152842856	152842858	ENSG00000235942	LCE6A	0.385349008904306	A
chr1	150149183	150149185	ENSG00000023902	PLEKHO1	0.916310220488627	A
chr1	115976513	115976515	ENSG00000163393	SLC22A15	0.272110149302288	A
chr1	147242654	147242656	ENSG00000131778	CHD1L	0.591504193196545	A
chr1	151156664	151156666	ENSG00000163156	SCNM1	0.844744471029652	A
chr1	151399573	151399575	ENSG00000159377	PSMB4	0.820112621219119	A
chr1	153031203	153031205	ENSG00000169469	SPRR1B	0.473089629032961	A
chr1	148808181	148808183	ENSG00000178104	PDE4DIP	NA	NA
chr1	100345001	100345003	ENSG00000079335	CDC14A	-0.106286657276049	B
chr1	110871188	110871190	ENSG00000143119	CD53	0.0704074390721245	A
chr1	155002657	155002659	ENSG00000160685	ZBTB7B	0.822201640001741	A
chr1	121184975	121184977	ENSG00000171943	SRGAP2C	0.111140539024492	A
chr1	152811971	152811973	ENSG00000196734	LCE1B	0.385349008904306	A
chr1	150282543	150282545	ENSG00000159208	CIART	0.818793074442729	A
chr1	151281618	151281620	ENSG00000143373	ZNF687	0.879048817138653	A
chr1	117060326	117060328	ENSG00000116830	TTF2	0.26558840561403	A
chr1	149390614	149390616	ENSG00000286219	NOTCH2NLC	NA	NA
chr1	154974653	154974655	ENSG00000173207	CKS1B	0.796185687652509	A
chr1	153678688	153678690	ENSG00000169418	NPR1	0.793598321920793	A
chr1	152859996	152859998	ENSG00000285946		0.385349008904306	A
chr1	113390749	113390751	ENSG00000081026	MAGI3	0.221705172652015	A
chr1	111542218	111542220	ENSG00000116473	RAP1A	0.524296740879185	A
chr1	110112443	110112445	ENSG00000186150	UBL4B	0.648701258849313	A
chr1	153774354	153774356	ENSG00000143554	SLC27A3	NA	NA
chr1	151070578	151070580	ENSG00000143458	GABPB2	0.798695999579395	A
chr1	150257774	150257776	ENSG00000118298	CA14	0.818793074442729	A
chr1	154321090	154321092	ENSG00000143595	AQP10	0.804960842237771	A
chr1	120723946	120723948	ENSG00000286106	NOTCH2NLR	NA	NA
chr1	145964702	145964704	ENSG00000121851	POLR3GL	0.958100296265933	A
chr1	153357854	153357856	ENSG00000163220	S100A9	0.754524681282052	A
chr1	154983338	154983340	ENSG00000160688	FLAD1	0.796185687652509	A
chr1	111448864	111448866	ENSG00000116459	ATP5PB	0.371730743718062	A
chr1	160400564	160400566	ENSG00000162738	VANGL2	0.199056910989522	A
chr1	145845630	145845632	ENSG00000186364	NUDT17	0.874622239021904	A
chr1	152827473	152827475	ENSG00000186844	LCE1A	0.385349008904306	A
chr1	153217584	153217586	ENSG00000203783	PRR9	0.660992651972011	A
chr1	116754430	116754432	ENSG00000116824	CD2	0.286648574577172	A
chr1	63367575	63367577	ENSG00000088035	ALG6	0.243623821940206	A
chr1	152878322	152878324	ENSG00000163206	SMCP	0.385349008904306	A
chr1	120723949	120723951	ENSG00000273136	NBPF26	NA	NA
chr1	152985231	152985233	ENSG00000169474	SPRR1A	0.558242739635169	A
chr1	121087345	121087347	ENSG00000198019	FCGR1B	0.308002717398277	A
chr1	154993586	154993588	ENSG00000163352	LENEP	0.796185687652509	A
chr1	152947154	152947156	ENSG00000283227	SPRR5	0.558242739635169	A
chr1	145607990	145607992	ENSG00000117262	GPR89A	0.6305493331201	A
chr1	153259687	153259689	ENSG00000203782	LORICRIN	0.660992651972011	A
chr1	153728050	153728052	ENSG00000143624	INTS3	NA	NA
chr1	162378841	162378843	ENSG00000239887	C1orf226	0.102281280919617	A
chr1	153416520	153416522	ENSG00000184330	S100A7A	0.957983862206246	A
chr1	160081538	160081540	ENSG00000162728	KCNJ9	0.224553760361077	A
chr1	109910242	109910244	ENSG00000184371	CSF1	0.650867732347957	A
chr1	151510510	151510512	ENSG00000143375	CGN	0.733395102257481	A
chr1	151156649	151156651	ENSG00000163154	TNFAIP8L2	0.844744471029652	A
chr1	154220179	154220181	ENSG00000143569	UBAP2L	0.830571502337668	A
chr1	152970648	152970650	ENSG00000184148	SPRR4	0.558242739635169	A
chr1	159437845	159437847	ENSG00000196184	OR10J1	-0.458000681184533	B
chr1	95117923	95117925	ENSG00000271092	TLCD4-RWDD3	-0.213012447280769	B
chr1	145719471	145719473	ENSG00000117281	CD160	0.801199250695262	A
chr1	169662007	169662009	ENSG00000000460	C1orf112	-0.329243975619688	B
chr1	158930796	158930798	ENSG00000163564	PYHIN1	-0.421447341765928	B
chr1	183023420	183023422	ENSG00000135862	LAMC1	0.469574499705778	A
chr1	158178030	158178032	ENSG00000158473	CD1D	-0.0204204795069046	B
chr1	165631234	165631236	ENSG00000143198	MGST3	0.00967318697563482	A
chr1	160190575	160190577	ENSG00000143318	CASQ1	0.402233330631774	A
chr1	160343383	160343385	ENSG00000162736	NCSTN	0.385335621044626	A
chr1	172659103	172659105	ENSG00000117560	FASLG	-0.366456127064514	B
chr1	168178962	168178964	ENSG00000143155	TIPRL	0.368804019186836	A
chr1	167630232	167630234	ENSG00000198771	RCSD1	0.301711685946648	A
chr1	168225938	168225940	ENSG00000213064	SFT2D2	0.233588155061799	A
chr1	165827614	165827616	ENSG00000143179	UCK2	0.0229124207794596	A
chr1	179025804	179025806	ENSG00000116199	FAM20B	0.0627111344663248	A
chr1	171090905	171090907	ENSG00000007933	FMO3	-0.594076458671378	B
chr1	145927258	145927260	ENSG00000280778		0.958100296265933	A
chr1	180154869	180154871	ENSG00000116260	QSOX1	0.211993285129959	A
chr1	169367970	169367972	ENSG00000117475	BLZF1	-0.131509070790475	B
chr1	179743163	179743165	ENSG00000143340	FAM163A	0.00272495962025826	A
chr1	167220886	167220888	ENSG00000143190	POU2F1	0.149004411204589	A
chr1	179365720	179365722	ENSG00000162779	AXDND1	0.044761424931217	A
chr1	84506300	84506302	ENSG00000122432	SPATA1	-0.131179243016937	B
chr1	153001749	153001751	ENSG00000163209	SPRR3	0.473089629032961	A
chr1	160115759	160115761	ENSG00000018625	ATP1A2	0.402233330631774	A
chr1	159204875	159204877	ENSG00000213088	ACKR1	-0.358042261822661	B
chr1	111290862	111290864	ENSG00000134216	CHIA	0.249603678542079	A
chr1	152908546	152908548	ENSG00000163207	IVL	0.558242739635169	A
chr1	157993273	157993275	ENSG00000183853	KIRREL1	-0.0575894397344677	B
chr1	167935783	167935785	ENSG00000143164	DCAF6	0.301205114183771	A
chr1	180230264	180230266	ENSG00000121454	LHX4	0.173042791735692	A
chr1	35930718	35930720	ENSG00000126070	AGO3	0.72315888630069	A
chr1	183186238	183186240	ENSG00000058085	LAMC2	0.434109058118968	A
chr1	192809039	192809041	ENSG00000116741	RGS2	-0.370265538023726	B
chr1	207088860	207088862	ENSG00000123843	C4BPB	0.278518838013133	A
chr1	168576605	168576607	ENSG00000143184	XCL1	-0.099308146449652	B
chr1	226548764	226548766	ENSG00000203685	STUM	0.804371834013485	A
chr1	160367071	160367073	ENSG00000171786	NHLH1	0.385335621044626	A
chr1	203090654	203090656	ENSG00000163485	ADORA1	0.732609132800185	A
chr1	207104233	207104235	ENSG00000123838	C4BPA	0.0743537155532773	A
chr1	196652043	196652045	ENSG00000000971	CFH	-0.627128640535828	B
chr1	200739558	200739560	ENSG00000118200	CAMSAP2	0.162030818780729	A
chr1	163266576	163266578	ENSG00000143228	NUF2	-0.350204280884489	B
chr1	205568885	205568887	ENSG00000174514	MFSD4A	0.677343803746272	A
chr1	168280877	168280879	ENSG00000143178	TBX19	0.233588155061799	A
chr1	56645314	56645316	ENSG00000162409	PRKAA2	0.261743960934047	A
chr1	200027710	200027712	ENSG00000116833	NR5A2	-0.390512864397275	B
chr1	149390623	149390625	ENSG00000286185		NA	NA
chr1	151540309	151540311	ENSG00000143367	TUFT1	0.733395102257481	A
chr1	171841498	171841500	ENSG00000197959	DNM3	-0.441340698960256	B
chr1	172420685	172420687	ENSG00000180999	C1orf105	-0.294304607090655	B
chr1	153203430	153203432	ENSG00000203784	LELP1	0.660992651972011	A
chr1	244969705	244969707	ENSG00000203666	EFCAB2	0.0185617884406879	A
chr1	160796074	160796076	ENSG00000122224	LY9	0.278207734909753	A
chr1	179591613	179591615	ENSG00000162782	TDRD5	-0.236280563729644	B
chr1	246724409	246724411	ENSG00000143653	SCCPDH	0.224944169277356	A
chr1	179954810	179954812	ENSG00000135837	CEP350	0.437266508913566	A
chr1	203007374	203007376	ENSG00000163444	TMEM183A	0.732609132800185	A
chr1	219173878	219173880	ENSG00000143353	LYPLAL1	-0.456076749180164	B
chr1	167721192	167721194	ENSG00000197965	MPZL1	0.213468629658208	A
chr1	244454377	244454379	ENSG00000179397	CATSPERE	-0.181281871357707	B
chr1	173477335	173477337	ENSG00000117592	PRDX6	-0.247332540783889	B
chr1	235327350	235327352	ENSG00000152904	GGPS1	0.564280037298948	A
chr1	236348257	236348259	ENSG00000186197	EDARADD	0.0224124633162569	A
chr1	171185300	171185302	ENSG00000094963	FMO2	-0.610532563163263	B
chr1	214281102	214281104	ENSG00000143499	SMYD2	-0.129065323027165	B
chr1	228735479	228735481	ENSG00000116574	RHOU	0.675682170959258	A
chr1	179082070	179082072	ENSG00000186283	TOR3A	0.0627111344663248	A
chr1	185045558	185045560	ENSG00000121481	RNF2	-0.0325102999952826	B
chr1	217631324	217631326	ENSG00000162814	SPATA17	-0.493690473166847	B
chr1	202007945	202007947	ENSG00000163435	ELF3	0.78323853322799	A
