chr	start	end	gene	sym	eig	compartment
chr1	11766742	11766744	ENSG00000215910	C1orf167	0.570702541165911	A
chr1	11664200	11664202	ENSG00000116663	FBXO6	0.458515880838509	A
chr1	15659869	15659871	ENSG00000215695	RSC1A1	0.635550884423089	A
chr1	26900238	26900240	ENSG00000090273	NUDC	0.725628123909835	A
chr1	23956839	23956841	ENSG00000189266	PNRC2	0.557061477678847	A
chr1	28369582	28369584	ENSG00000204138	PHACTR4	0.59999704891337	A
chr1	26177491	26177493	ENSG00000142675	CNKSR1	0.59954078455602	A
chr1	26159079	26159081	ENSG00000197245	FAM110D	0.59954078455602	A
chr1	28329002	28329004	ENSG00000130772	MED18	0.59999704891337	A
chr1	26826688	26826690	ENSG00000204160	ZDHHC18	0.646651828488055	A
chr1	25543606	25543608	ENSG00000157978	LDLRAP1	0.576403388328771	A
chr1	28236109	28236111	ENSG00000130770	ATP5IF1	0.603153994753652	A
chr1	27234668	27234670	ENSG00000142784	WDTC1	0.612493854489769	A
chr1	26432282	26432284	ENSG00000117682	DHDDS	0.662691997369169	A
chr1	26863149	26863151	ENSG00000175793	SFN	0.646651828488055	A
chr1	28259518	28259520	ENSG00000130766	SESN2	0.603153994753652	A
chr1	31409565	31409567	ENSG00000168528	SERINC2	0.515441625311853	A
chr1	4654732	4654734	ENSG00000196581	AJAP1	-0.844745358330637	B
chr1	26529761	26529763	ENSG00000117676	RPS6KA1	0.697967795357079	A
chr1	26472450	26472452	ENSG00000198830	HMGN2	0.662691997369169	A
chr1	9539465	9539467	ENSG00000171612	SLC25A33	0.685174290460371	A
chr1	15756607	15756609	ENSG00000162458	FBLIM1	0.662456082678236	A
chr1	34781214	34781216	ENSG00000188910	GJB3	-0.759000769010522	B
chr1	15526813	15526815	ENSG00000116138	DNAJC16	0.505143268481787	A
chr1	27342020	27342022	ENSG00000142765	SYTL1	0.590676497142336	A
chr1	26169908	26169910	ENSG00000142684	ZNF593	0.59954078455602	A
chr1	26787054	26787056	ENSG00000060642	PIGV	0.643353506925058	A
chr1	12746200	12746202	ENSG00000157330	C1orf158	-1.38729139179301	B
chr1	11691710	11691712	ENSG00000162490	DRAXIN	0.458515880838509	A
chr1	13892792	13892794	ENSG00000189337	KAZN	-1.01316118136304	B
chr1	13254212	13254214	ENSG00000270601	PRAMEF5	NA	NA
chr1	12166991	12166993	ENSG00000028137	TNFRSF1B	0.211499867071637	A
chr1	15742499	15742501	ENSG00000162460	TMEM82	0.662456082678236	A
chr1	10032832	10032834	ENSG00000130939	UBE4B	0.600552175811558	A
chr1	20028179	20028181	ENSG00000127472	PLA2G5	0.331309824558257	A
chr1	29236516	29236518	ENSG00000060656	PTPRU	0.11475499042094	A
chr1	34755047	34755049	ENSG00000189280	GJB5	-0.759000769010522	B
chr1	35808016	35808018	ENSG00000134698	AGO4	0.233378148565268	A
chr1	37692516	37692518	ENSG00000134690	CDCA8	-0.215421644880379	B
chr1	32465072	32465074	ENSG00000273274	ZBTB8B	0.553031350994822	A
chr1	6205475	6205477	ENSG00000158286	RNF207	0.416928234195497	A
chr1	18630846	18630848	ENSG00000009709	PAX7	-0.282370782870437	B
chr1	12716115	12716117	ENSG00000188984	AADACL3	-1.38729139179301	B
chr1	26019884	26019886	ENSG00000158008	EXTL1	0.619655528300104	A
chr1	37556940	37556942	ENSG00000163879	DNALI1	-0.043950080832259	B
chr1	40783787	40783789	ENSG00000117013	KCNQ4	0.628330968079462	A
chr1	13303539	13303541	ENSG00000237700	PRAMEF33	-1.03178645005489	B
chr1	26993692	26993694	ENSG00000253368	TRNP1	0.725628123909835	A
chr1	15736258	15736260	ENSG00000162461	SLC25A34	0.662456082678236	A
chr1	42153410	42153412	ENSG00000044012	GUCA2B	0.369022162795604	A
chr1	19251805	19251807	ENSG00000053372	MRTO4	0.581580004251025	A
chr1	40691648	40691650	ENSG00000066136	NFYC	0.642187789911456	A
chr1	15617458	15617460	ENSG00000197312	DDI2	0.635550884423089	A
chr1	46303698	46303700	ENSG00000173660	UQCRH	0.437812119682565	A
chr1	35869808	35869810	ENSG00000092847	AGO1	0.233378148565268	A
chr1	12917625	12917627	ENSG00000204510	PRAMEF7	NA	NA
chr1	36224443	36224445	ENSG00000054118	THRAP3	0.3235609971641	A
chr1	32465057	32465059	ENSG00000254553		0.553031350994822	A
chr1	42380795	42380797	ENSG00000177181	RIMKLA	0.368187578069913	A
chr1	17372196	17372198	ENSG00000276747	PADI6	0.351455225706188	A
chr1	17308195	17308197	ENSG00000159339	PADI4	0.351455225706188	A
chr1	37806979	37806981	ENSG00000197982	C1orf122	-0.00378776847842489	B
chr1	43145153	43145155	ENSG00000186973	FAM183A	0.582517534215943	A
chr1	34166883	34166885	ENSG00000142698	C1orf94	-0.902648332073445	B
chr1	35268709	35268711	ENSG00000146463	ZMYM4	0.0352153433546637	A
chr1	38009258	38009260	ENSG00000183520	UTP11	-0.0212420607556394	B
chr1	17755333	17755335	ENSG00000117148	ACTL8	-0.0808649382032721	B
chr1	42456117	42456119	ENSG00000127125	PPCS	0.368986740134889	A
chr1	40161387	40161389	ENSG00000117000	RLF	0.599635916535736	A
chr1	43650149	43650151	ENSG00000284989		0.730325975672991	A
chr1	34792999	34793001	ENSG00000187513	GJA4	-0.759000769010522	B
chr1	43300982	43300984	ENSG00000066056	TIE1	0.687832799128925	A
chr1	19484403	19484405	ENSG00000173436	MICOS10	0.577299686974104	A
chr1	41361922	41361924	ENSG00000204060	FOXO6	0.586711240377602	A
chr1	40979688	40979690	ENSG00000171793	CTPS1	0.672045164892196	A
chr1	54980628	54980630	ENSG00000143001	TMEM61	0.44850485063985	A
chr1	42785007	42785009	ENSG00000274386	TMEM269	0.493578423061472	A
chr1	53062213	53062215	ENSG00000174348	PODN	0.693193448134488	A
chr1	51577179	51577181	ENSG00000117859	OSBPL9	0.433799924705434	A
chr1	19312326	19312328	ENSG00000040487	SLC66A1	0.595153520669951	A
chr1	52842511	52842513	ENSG00000203995	ZYG11A	0.613893729013394	A
chr1	26693236	26693238	ENSG00000117713	ARID1A	0.632225852519531	A
chr1	52726453	52726455	ENSG00000162378	ZYG11B	0.614855492695086	A
chr1	60865259	60865261	ENSG00000162599	NFIA	-0.538460710529693	B
chr1	62194849	62194851	ENSG00000240563	L1TD1	-0.560767801826483	B
chr1	21509423	21509425	ENSG00000162551	ALPL	0.584682357355528	A
chr1	55039447	55039449	ENSG00000169174	PCSK9	0.332532153960214	A
chr1	54715861	54715863	ENSG00000243725	TTC4	0.529437374960053	A
chr1	44118821	44118823	ENSG00000171872	KLF17	0.628786689118578	A
chr1	53196824	53196826	ENSG00000157184	CPT2	0.683247062804508	A
chr1	64745095	64745097	ENSG00000162437	RAVER2	-0.441892384652658	B
chr1	63322567	63322569	ENSG00000187140	FOXD3	-0.464213238319583	B
chr1	42463221	42463223	ENSG00000186409	CCDC30	0.368986740134889	A
chr1	46203334	46203336	ENSG00000171357	LURAP1	0.683614625185976	A
chr1	45786987	45786989	ENSG00000086015	MAST2	0.641939867178209	A
chr1	65792514	65792516	ENSG00000184588	PDE4B	-0.11422228557603	B
chr1	46175073	46175075	ENSG00000117472	TSPAN1	0.577069794460993	A
chr1	50960745	50960747	ENSG00000123080	CDKN2C	-0.302134702211345	B
chr1	63774022	63774024	ENSG00000185483	ROR1	-0.0981589328120466	B
chr1	54053584	54053586	ENSG00000116205	TCEANC2	0.548025361662164	A
chr1	53946350	53946352	ENSG00000116212	LRRC42	0.644644051774249	A
chr1	77979175	77979177	ENSG00000162616	DNAJB4	0.311494192764639	A
chr1	62436297	62436299	ENSG00000162607	USP1	-0.217753677063336	B
chr1	77282019	77282021	ENSG00000154027	AK5	-0.084935919084595	B
chr1	77979542	77979544	ENSG00000137960	GIPC2	0.311494192764639	A
chr1	62597520	62597522	ENSG00000132855	ANGPTL3	-0.133522839209334	B
chr1	65248219	65248221	ENSG00000116675	DNAJC6	-0.282545789007478	B
chr1	65147549	65147551	ENSG00000162433	AK4	-0.308740227770709	B
chr1	65420587	65420589	ENSG00000213625	LEPROT	-0.224607066206497	B
chr1	46246461	46246463	ENSG00000085999	RAD54L	0.683614625185976	A
chr1	64470129	64470131	ENSG00000158966	CACHD1	-0.37873702734402	B
chr1	63523372	63523374	ENSG00000203965	EFCAB7	-0.287852715653122	B
chr1	76867480	76867482	ENSG00000117069	ST6GALNAC5	-0.340335267544038	B
chr1	62784135	62784137	ENSG00000125703	ATG4C	-0.270672957902312	B
chr1	86914648	86914650	ENSG00000153936	HS2ST1	-0.0953909078557145	B
chr1	39692182	39692184	ENSG00000084072	PPIE	0.69038104628445	A
chr1	77779624	77779626	ENSG00000180488	MIGA1	0.231356701154937	A
chr1	86468368	86468370	ENSG00000016490	CLCA1	-0.290177604146176	B
chr1	67685201	67685203	ENSG00000116717	GADD45A	0.071041207649601	A
chr1	43650149	43650151	ENSG00000066135	KDM4A	0.730325975672991	A
chr1	54641790	54641792	ENSG00000184313	MROH7	0.450897461166466	A
chr1	78303884	78303886	ENSG00000122420	PTGFR	-0.00803758474268864	B
chr1	86993009	86993011	ENSG00000267561		-0.0953909078557145	B
chr1	87328880	87328882	ENSG00000143013	LMO4	-0.05587876853757	B
chr1	52404602	52404604	ENSG00000134748	PRPF38A	0.593339698425755	A
chr1	76074746	76074748	ENSG00000184005	ST6GALNAC3	-0.333795428904936	B
chr1	46394317	46394319	ENSG00000117480	FAAH	0.437812119682565	A
chr1	52633168	52633170	ENSG00000182183	SHISAL2A	0.639942475855285	A
chr1	89633140	89633142	ENSG00000271949		-0.261431776608901	B
chr1	43525187	43525189	ENSG00000142949	PTPRF	0.644265045417153	A
chr1	54998933	54998935	ENSG00000162399	BSND	0.44850485063985	A
chr1	52602371	52602373	ENSG00000116157	GPX7	0.639942475855285	A
chr1	94820342	94820344	ENSG00000143036	SLC44A3	0.387390572159393	A
chr1	88684222	88684224	ENSG00000065243	PKN2	-0.363948059337255	B
chr1	86547078	86547080	ENSG00000016602	CLCA4	-0.437801666741851	B
chr1	94418389	94418391	ENSG00000117528	ABCD3	0.455094225710882	A
chr1	54641786	54641788	ENSG00000271723	MROH7-TTC4	0.450897461166466	A
chr1	99970011	99970013	ENSG00000283761		0.017322746810209	A
chr1	34759740	34759742	ENSG00000189433	GJB4	-0.759000769010522	B
chr1	43269983	43269985	ENSG00000179178	TMEM125	0.559446290807082	A
chr1	86704576	86704578	ENSG00000097033	SH3GLB1	-0.0205032267999658	B
chr1	52927276	52927278	ENSG00000116171	SCP2	0.553314778188546	A
chr1	59814786	59814788	ENSG00000134709	HOOK1	-0.741706332694489	B
chr1	44213455	44213457	ENSG00000178028	DMAP1	0.59013782758379	A
chr1	109984765	109984767	ENSG00000168710	AHCYL1	0.639140583058123	A
chr1	95117355	95117357	ENSG00000152078	TLCD4	-0.303488580489454	B
chr1	89821014	89821016	ENSG00000171492	LRRC8D	-0.0264517057861481	B
chr1	101236865	101236867	ENSG00000170989	S1PR1	-0.0308454397366576	B
chr1	108450287	108450289	ENSG00000186086	NBPF6	NA	NA
chr1	109113679	109113681	ENSG00000116299	ELAPOR1	0.664025810482974	A
chr1	63593411	63593413	ENSG00000079739	PGM1	-0.287852715653122	B
chr1	18107798	18107800	ENSG00000117154	IGSF21	-0.367639076305119	B
chr1	113979441	113979443	ENSG00000116774	OLFML3	0.151604682979117	A
chr1	84479259	84479261	ENSG00000117133	RPF1	0.0940769124464741	A
chr1	43389882	43389884	ENSG00000198198	SZT2	0.687832799128925	A
chr1	109711780	109711782	ENSG00000134201	GSTM5	0.58601563051462	A
chr1	109668022	109668024	ENSG00000213366	GSTM2	0.721913353857786	A
chr1	99646113	99646115	ENSG00000099260	PALMD	-0.00914484648378263	B
chr1	100719742	100719744	ENSG00000162692	VCAM1	-0.00413146703348026	B
chr1	113929324	113929326	ENSG00000163349	HIPK1	0.151604682979117	A
chr1	100538139	100538141	ENSG00000181656	GPR88	-0.0498542033713263	B
chr1	95234210	95234212	ENSG00000122481	RWDD3	-0.409694556054599	B
chr1	117367449	117367451	ENSG00000198162	MAN1A2	-0.301682371493178	B
chr1	112396214	112396216	ENSG00000143079	CTTNBP2NL	-0.0838403488766576	B
chr1	84999147	84999149	ENSG00000162643	DNAI3	-0.0380438525050764	B
chr1	110031577	110031579	ENSG00000143093	STRIP1	0.522816899759045	A
chr1	111346622	111346624	ENSG00000173947	PIFO	-0.289278548713776	B
chr1	145095974	145095976	ENSG00000215784	FAM72D	NA	NA
chr1	112673141	112673143	ENSG00000155363	MOV10	0.355803883782988	A
chr1	113073198	113073200	ENSG00000198799	LRIG2	0.399411416195727	A
chr1	99969351	99969353	ENSG00000117620	SLC35A3	0.017322746810209	A
chr1	99850361	99850363	ENSG00000162688	AGL	0.0542318303813457	A
chr1	110150494	110150496	ENSG00000197106	SLC6A17	0.215515723591898	A
chr1	119415050	119415052	ENSG00000203859	HSD3B2	-0.808697285431723	B
chr1	103525691	103525693	ENSG00000185946	RNPC3	NA	NA
chr1	98661701	98661703	ENSG00000162627	SNX7	-0.173831123574013	B
chr1	145824088	145824090	ENSG00000186141	POLR3C	0.883306919095208	A
chr1	109213918	109213920	ENSG00000031698	SARS1	0.603608915102715	A
chr1	100896076	100896078	ENSG00000162695	SLC30A7	0.0509295010177422	A
chr1	109687814	109687816	ENSG00000134184	GSTM1	0.721913353857786	A
chr1	116909916	116909918	ENSG00000134247	PTGFRN	-0.538516364783031	B
chr1	89995112	89995114	ENSG00000162664	ZNF326	-0.00619423819867925	B
chr1	115641991	115641993	ENSG00000173218	VANGL1	-0.182705585980599	B
chr1	117606048	117606050	ENSG00000183508	TENT5C	-0.253640215577344	B
chr1	150067279	150067281	ENSG00000136631	VPS45	0.635555331242659	A
chr1	114854863	114854865	ENSG00000198765	SYCP1	-0.385820796415703	B
chr1	151197949	151197951	ENSG00000143398	PIP5K1A	0.828768320696857	A
chr1	150321533	150321535	ENSG00000117360	PRPF3	0.78170682190589	A
chr1	113905213	113905215	ENSG00000118655	DCLRE1B	0.151604682979117	A
chr1	146938744	146938746	ENSG00000268043	NBPF12	-0.159844802317995	B
chr1	112619832	112619834	ENSG00000116489	CAPZA1	0.355803883782988	A
chr1	115029826	115029828	ENSG00000134200	TSHB	-0.263791426906013	B
chr1	150268200	150268202	ENSG00000118292	C1orf54	0.73499421321969	A
chr1	117929724	117929726	ENSG00000065183	WDR3	-0.299956777967207	B
chr1	152842856	152842858	ENSG00000235942	LCE6A	-0.889638235922245	B
chr1	150149183	150149185	ENSG00000023902	PLEKHO1	0.668152551060768	A
chr1	115976513	115976515	ENSG00000163393	SLC22A15	-0.527864802808627	B
chr1	147242654	147242656	ENSG00000131778	CHD1L	-0.206899381549458	B
chr1	151156664	151156666	ENSG00000163156	SCNM1	0.828768320696857	A
chr1	151399573	151399575	ENSG00000159377	PSMB4	0.709586624042724	A
chr1	153031203	153031205	ENSG00000169469	SPRR1B	-0.974144969618283	B
chr1	148808181	148808183	ENSG00000178104	PDE4DIP	NA	NA
chr1	100345001	100345003	ENSG00000079335	CDC14A	0.0459636870595882	A
chr1	110871188	110871190	ENSG00000143119	CD53	-0.52140660906982	B
chr1	155002657	155002659	ENSG00000160685	ZBTB7B	0.978561330757532	A
chr1	121184975	121184977	ENSG00000171943	SRGAP2C	NA	NA
chr1	152811971	152811973	ENSG00000196734	LCE1B	-0.889638235922245	B
chr1	150282543	150282545	ENSG00000159208	CIART	0.73499421321969	A
chr1	151281618	151281620	ENSG00000143373	ZNF687	0.778708880127259	A
chr1	117060326	117060328	ENSG00000116830	TTF2	-0.239196839825749	B
chr1	149390614	149390616	ENSG00000286219	NOTCH2NLC	NA	NA
chr1	154974653	154974655	ENSG00000173207	CKS1B	0.819981117634055	A
chr1	153678688	153678690	ENSG00000169418	NPR1	0.35716029486229	A
chr1	152859996	152859998	ENSG00000285946		-0.889638235922245	B
chr1	113390749	113390751	ENSG00000081026	MAGI3	-0.0137638075266071	B
chr1	111542218	111542220	ENSG00000116473	RAP1A	0.107727166940826	A
chr1	110112443	110112445	ENSG00000186150	UBL4B	0.215515723591898	A
chr1	153774354	153774356	ENSG00000143554	SLC27A3	NA	NA
chr1	151070578	151070580	ENSG00000143458	GABPB2	0.862026384636495	A
chr1	150257774	150257776	ENSG00000118298	CA14	0.73499421321969	A
chr1	154321090	154321092	ENSG00000143595	AQP10	0.796344534706835	A
chr1	120723946	120723948	ENSG00000286106	NOTCH2NLR	NA	NA
chr1	145964702	145964704	ENSG00000121851	POLR3GL	0.94581776292071	A
chr1	153357854	153357856	ENSG00000163220	S100A9	-0.466732821851786	B
chr1	154983338	154983340	ENSG00000160688	FLAD1	0.819981117634055	A
chr1	111448864	111448866	ENSG00000116459	ATP5PB	-0.0499564364473299	B
chr1	160400564	160400566	ENSG00000162738	VANGL2	-0.571668682843901	B
chr1	145845630	145845632	ENSG00000186364	NUDT17	0.883306919095208	A
chr1	152827473	152827475	ENSG00000186844	LCE1A	-0.889638235922245	B
chr1	153217584	153217586	ENSG00000203783	PRR9	-0.622634452370674	B
chr1	116754430	116754432	ENSG00000116824	CD2	-0.461357039459279	B
chr1	63367575	63367577	ENSG00000088035	ALG6	-0.464213238319583	B
chr1	152878322	152878324	ENSG00000163206	SMCP	-0.889638235922245	B
chr1	120723949	120723951	ENSG00000273136	NBPF26	NA	NA
chr1	152985231	152985233	ENSG00000169474	SPRR1A	-0.921570738869795	B
chr1	121087345	121087347	ENSG00000198019	FCGR1B	NA	NA
chr1	154993586	154993588	ENSG00000163352	LENEP	0.819981117634055	A
chr1	152947154	152947156	ENSG00000283227	SPRR5	-0.921570738869795	B
chr1	145607990	145607992	ENSG00000117262	GPR89A	0.700985872992726	A
chr1	153259687	153259689	ENSG00000203782	LORICRIN	-0.622634452370674	B
chr1	153728050	153728052	ENSG00000143624	INTS3	NA	NA
chr1	162378841	162378843	ENSG00000239887	C1orf226	-0.084115891141526	B
chr1	153416520	153416522	ENSG00000184330	S100A7A	-0.233926452448787	B
chr1	160081538	160081540	ENSG00000162728	KCNJ9	-0.161576854487214	B
chr1	109910242	109910244	ENSG00000184371	CSF1	0.639140583058123	A
chr1	151510510	151510512	ENSG00000143375	CGN	0.467174061764019	A
chr1	151156649	151156651	ENSG00000163154	TNFAIP8L2	0.828768320696857	A
chr1	154220179	154220181	ENSG00000143569	UBAP2L	0.722650053224459	A
chr1	152970648	152970650	ENSG00000184148	SPRR4	-0.921570738869795	B
chr1	159437845	159437847	ENSG00000196184	OR10J1	-0.950917458598836	B
chr1	95117923	95117925	ENSG00000271092	TLCD4-RWDD3	-0.303488580489454	B
chr1	145719471	145719473	ENSG00000117281	CD160	0.808365583923695	A
chr1	169662007	169662009	ENSG00000000460	C1orf112	-0.734774540851632	B
chr1	158930796	158930798	ENSG00000163564	PYHIN1	-0.631440641352356	B
chr1	183023420	183023422	ENSG00000135862	LAMC1	0.430457113066427	A
chr1	158178030	158178032	ENSG00000158473	CD1D	-0.305014749705044	B
chr1	165631234	165631236	ENSG00000143198	MGST3	-0.270457048403539	B
chr1	160190575	160190577	ENSG00000143318	CASQ1	-0.177068513569513	B
chr1	160343383	160343385	ENSG00000162736	NCSTN	-0.133828043335994	B
chr1	172659103	172659105	ENSG00000117560	FASLG	0.113826074364557	A
chr1	168178962	168178964	ENSG00000143155	TIPRL	-0.205762281895157	B
chr1	167630232	167630234	ENSG00000198771	RCSD1	-0.421545447147438	B
chr1	168225938	168225940	ENSG00000213064	SFT2D2	-0.357411223830265	B
chr1	165827614	165827616	ENSG00000143179	UCK2	-0.284800974015142	B
chr1	179025804	179025806	ENSG00000116199	FAM20B	0.230205879752334	A
chr1	171090905	171090907	ENSG00000007933	FMO3	-0.580158577442271	B
chr1	145927258	145927260	ENSG00000280778		0.94581776292071	A
chr1	180154869	180154871	ENSG00000116260	QSOX1	0.273523679467743	A
chr1	169367970	169367972	ENSG00000117475	BLZF1	-0.282391948273182	B
chr1	179743163	179743165	ENSG00000143340	FAM163A	-0.394842385099657	B
chr1	167220886	167220888	ENSG00000143190	POU2F1	-0.429454338198724	B
chr1	179365720	179365722	ENSG00000162779	AXDND1	0.0453404030124072	A
chr1	84506300	84506302	ENSG00000122432	SPATA1	0.102931016435362	A
chr1	153001749	153001751	ENSG00000163209	SPRR3	-0.974144969618283	B
chr1	160115759	160115761	ENSG00000018625	ATP1A2	-0.177068513569513	B
chr1	159204875	159204877	ENSG00000213088	ACKR1	-0.691151041918232	B
chr1	111290862	111290864	ENSG00000134216	CHIA	-0.243454517330247	B
chr1	152908546	152908548	ENSG00000163207	IVL	-0.921570738869795	B
chr1	157993273	157993275	ENSG00000183853	KIRREL1	-0.331247559890538	B
chr1	167935783	167935785	ENSG00000143164	DCAF6	0.0410937355354278	A
chr1	180230264	180230266	ENSG00000121454	LHX4	0.218166851209915	A
chr1	35930718	35930720	ENSG00000126070	AGO3	0.317520540997458	A
chr1	183186238	183186240	ENSG00000058085	LAMC2	0.462016662799278	A
chr1	192809039	192809041	ENSG00000116741	RGS2	-0.00444324391918551	B
chr1	207088860	207088862	ENSG00000123843	C4BPB	-0.192391490345167	B
chr1	168576605	168576607	ENSG00000143184	XCL1	-0.649410473268746	B
chr1	226548764	226548766	ENSG00000203685	STUM	0.0494837951548397	A
chr1	160367071	160367073	ENSG00000171786	NHLH1	-0.133828043335994	B
chr1	203090654	203090656	ENSG00000163485	ADORA1	0.833271920243786	A
chr1	207104233	207104235	ENSG00000123838	C4BPA	-0.739188655797294	B
chr1	196652043	196652045	ENSG00000000971	CFH	-0.349120208469162	B
chr1	200739558	200739560	ENSG00000118200	CAMSAP2	0.528301863603153	A
chr1	163266576	163266578	ENSG00000143228	NUF2	-0.152156254635489	B
chr1	205568885	205568887	ENSG00000174514	MFSD4A	0.6229885616349	A
chr1	168280877	168280879	ENSG00000143178	TBX19	-0.357411223830265	B
chr1	56645314	56645316	ENSG00000162409	PRKAA2	-0.179028568068722	B
chr1	200027710	200027712	ENSG00000116833	NR5A2	0.083304599038409	A
chr1	149390623	149390625	ENSG00000286185		NA	NA
chr1	151540309	151540311	ENSG00000143367	TUFT1	0.467174061764019	A
chr1	171841498	171841500	ENSG00000197959	DNM3	-0.314291865089036	B
chr1	172420685	172420687	ENSG00000180999	C1orf105	-0.00482788880349776	B
chr1	153203430	153203432	ENSG00000203784	LELP1	-0.622634452370674	B
chr1	244969705	244969707	ENSG00000203666	EFCAB2	0.0966748127405496	A
chr1	160796074	160796076	ENSG00000122224	LY9	-0.689735279194656	B
chr1	179591613	179591615	ENSG00000162782	TDRD5	-0.503408247281658	B
chr1	246724409	246724411	ENSG00000143653	SCCPDH	0.0970958068380565	A
chr1	179954810	179954812	ENSG00000135837	CEP350	0.250902838787789	A
chr1	203007374	203007376	ENSG00000163444	TMEM183A	0.833271920243786	A
chr1	219173878	219173880	ENSG00000143353	LYPLAL1	-0.163155696228438	B
chr1	167721192	167721194	ENSG00000197965	MPZL1	0.0890771826008196	A
chr1	244454377	244454379	ENSG00000179397	CATSPERE	0.125286677553188	A
chr1	173477335	173477337	ENSG00000117592	PRDX6	0.10486519675858	A
chr1	235327350	235327352	ENSG00000152904	GGPS1	0.360622174513201	A
chr1	236348257	236348259	ENSG00000186197	EDARADD	-0.866099767850307	B
chr1	171185300	171185302	ENSG00000094963	FMO2	-0.546045754035735	B
chr1	214281102	214281104	ENSG00000143499	SMYD2	-0.227144251201367	B
chr1	228735479	228735481	ENSG00000116574	RHOU	-0.434847403625507	B
chr1	179082070	179082072	ENSG00000186283	TOR3A	0.230205879752334	A
chr1	185045558	185045560	ENSG00000121481	RNF2	0.486288833808672	A
