chr	start	end	gene	sym	eig	compartment
chr1	19312326	19312328	ENSG00000040487	SLC66A1	0.580981890910212	A
chr1	52842511	52842513	ENSG00000203995	ZYG11A	0.771438714200676	A
chr1	26693236	26693238	ENSG00000117713	ARID1A	0.67832984782987	A
chr1	52726453	52726455	ENSG00000162378	ZYG11B	0.7033487932855	A
chr1	60865259	60865261	ENSG00000162599	NFIA	-0.818969648423331	B
chr1	62194849	62194851	ENSG00000240563	L1TD1	-0.121296864224241	B
chr1	21509423	21509425	ENSG00000162551	ALPL	0.511600249918264	A
chr1	55039447	55039449	ENSG00000169174	PCSK9	0.372824409766875	A
chr1	54715861	54715863	ENSG00000243725	TTC4	0.622292650772888	A
chr1	44118821	44118823	ENSG00000171872	KLF17	0.591531146766913	A
chr1	53196824	53196826	ENSG00000157184	CPT2	0.596723370744996	A
chr1	64745095	64745097	ENSG00000162437	RAVER2	-0.572714028729112	B
chr1	63322567	63322569	ENSG00000187140	FOXD3	-0.0241522348606584	B
chr1	42463221	42463223	ENSG00000186409	CCDC30	0.514586431713755	A
chr1	46203334	46203336	ENSG00000171357	LURAP1	0.908449042699479	A
chr1	45786987	45786989	ENSG00000086015	MAST2	0.809786770581867	A
chr1	65792514	65792516	ENSG00000184588	PDE4B	-0.700381987062498	B
chr1	46175073	46175075	ENSG00000117472	TSPAN1	0.908026054552474	A
chr1	50960745	50960747	ENSG00000123080	CDKN2C	0.275328270460732	A
chr1	63774022	63774024	ENSG00000185483	ROR1	-0.394036639041434	B
chr1	54053584	54053586	ENSG00000116205	TCEANC2	0.587426019671096	A
chr1	53946350	53946352	ENSG00000116212	LRRC42	0.736699531191551	A
chr1	77979175	77979177	ENSG00000162616	DNAJB4	0.33646251037977	A
chr1	62436297	62436299	ENSG00000162607	USP1	0.204300980898798	A
chr1	77282019	77282021	ENSG00000154027	AK5	-0.561811694230999	B
chr1	77979542	77979544	ENSG00000137960	GIPC2	0.33646251037977	A
chr1	62597520	62597522	ENSG00000132855	ANGPTL3	0.233797093303724	A
chr1	65248219	65248221	ENSG00000116675	DNAJC6	-0.331843775834404	B
chr1	65147549	65147551	ENSG00000162433	AK4	-0.448797639755228	B
chr1	65420587	65420589	ENSG00000213625	LEPROT	-0.494353402243176	B
chr1	46246461	46246463	ENSG00000085999	RAD54L	0.908449042699479	A
chr1	64470129	64470131	ENSG00000158966	CACHD1	-0.632874884671995	B
chr1	63523372	63523374	ENSG00000203965	EFCAB7	0.161316462274624	A
chr1	76867480	76867482	ENSG00000117069	ST6GALNAC5	-0.600034143637424	B
chr1	62784135	62784137	ENSG00000125703	ATG4C	0.2153600372991	A
chr1	86914648	86914650	ENSG00000153936	HS2ST1	0.264212976265947	A
chr1	39692182	39692184	ENSG00000084072	PPIE	0.674303829052029	A
chr1	77779624	77779626	ENSG00000180488	MIGA1	0.430082964010717	A
chr1	86468368	86468370	ENSG00000016490	CLCA1	-0.40154141493826	B
chr1	67685201	67685203	ENSG00000116717	GADD45A	-0.201749919665629	B
chr1	43650149	43650151	ENSG00000066135	KDM4A	0.67063595587498	A
chr1	54641790	54641792	ENSG00000184313	MROH7	0.44199531700966	A
chr1	78303884	78303886	ENSG00000122420	PTGFR	-0.611332128931883	B
chr1	86993009	86993011	ENSG00000267561		0.264212976265947	A
chr1	87328880	87328882	ENSG00000143013	LMO4	-0.0880195494140312	B
chr1	52404602	52404604	ENSG00000134748	PRPF38A	0.714226103049449	A
chr1	76074746	76074748	ENSG00000184005	ST6GALNAC3	-0.491136123777181	B
chr1	46394317	46394319	ENSG00000117480	FAAH	0.869124314787929	A
chr1	52633168	52633170	ENSG00000182183	SHISAL2A	0.638211969251367	A
chr1	89633140	89633142	ENSG00000271949		0.393207429806616	A
chr1	43525187	43525189	ENSG00000142949	PTPRF	0.610722491548256	A
chr1	54998933	54998935	ENSG00000162399	BSND	0.357675090027526	A
chr1	52602371	52602373	ENSG00000116157	GPX7	0.638211969251367	A
chr1	94820342	94820344	ENSG00000143036	SLC44A3	-0.302532686720191	B
chr1	88684222	88684224	ENSG00000065243	PKN2	-0.173887336699764	B
chr1	86547078	86547080	ENSG00000016602	CLCA4	-0.6333142463903	B
chr1	94418389	94418391	ENSG00000117528	ABCD3	-0.0117858707586614	B
chr1	54641786	54641788	ENSG00000271723	MROH7-TTC4	0.44199531700966	A
chr1	99970011	99970013	ENSG00000283761		0.301546769365899	A
chr1	34759740	34759742	ENSG00000189433	GJB4	0.0955948392470123	A
chr1	43269983	43269985	ENSG00000179178	TMEM125	0.627077405808786	A
chr1	86704576	86704578	ENSG00000097033	SH3GLB1	-0.0487409755679524	B
chr1	52927276	52927278	ENSG00000116171	SCP2	0.598327533679519	A
chr1	59814786	59814788	ENSG00000134709	HOOK1	-0.238393744646605	B
chr1	44213455	44213457	ENSG00000178028	DMAP1	0.767362131968386	A
chr1	109984765	109984767	ENSG00000168710	AHCYL1	0.782291183708255	A
chr1	95117355	95117357	ENSG00000152078	TLCD4	-0.717018315038574	B
chr1	89821014	89821016	ENSG00000171492	LRRC8D	0.284665498563117	A
chr1	101236865	101236867	ENSG00000170989	S1PR1	0.33206268608954	A
chr1	108450287	108450289	ENSG00000186086	NBPF6	-0.0197260232335038	B
chr1	109113679	109113681	ENSG00000116299	ELAPOR1	0.868903123590664	A
chr1	63593411	63593413	ENSG00000079739	PGM1	0.161316462274624	A
chr1	18107798	18107800	ENSG00000117154	IGSF21	0.145421201544573	A
chr1	113979441	113979443	ENSG00000116774	OLFML3	0.503092572047521	A
chr1	84479259	84479261	ENSG00000117133	RPF1	-0.0954079701768072	B
chr1	43389882	43389884	ENSG00000198198	SZT2	0.728207642176958	A
chr1	109711780	109711782	ENSG00000134201	GSTM5	0.733422431579416	A
chr1	109668022	109668024	ENSG00000213366	GSTM2	0.970738407182033	A
chr1	99646113	99646115	ENSG00000099260	PALMD	-0.460602179961858	B
chr1	100719742	100719744	ENSG00000162692	VCAM1	-0.00639257195773305	B
chr1	113929324	113929326	ENSG00000163349	HIPK1	0.503092572047521	A
chr1	100538139	100538141	ENSG00000181656	GPR88	0.049764196135575	A
chr1	95234210	95234212	ENSG00000122481	RWDD3	-0.695839982861415	B
chr1	117367449	117367451	ENSG00000198162	MAN1A2	0.125064183978056	A
chr1	112396214	112396216	ENSG00000143079	CTTNBP2NL	0.323942015874526	A
chr1	84999147	84999149	ENSG00000162643	DNAI3	0.266044805044565	A
chr1	110031577	110031579	ENSG00000143093	STRIP1	0.987830466824126	A
chr1	111346622	111346624	ENSG00000173947	PIFO	0.547846240196978	A
chr1	145095974	145095976	ENSG00000215784	FAM72D	NA	NA
chr1	112673141	112673143	ENSG00000155363	MOV10	0.734658677053353	A
chr1	113073198	113073200	ENSG00000198799	LRIG2	0.544615617649061	A
chr1	99969351	99969353	ENSG00000117620	SLC35A3	0.301546769365899	A
chr1	99850361	99850363	ENSG00000162688	AGL	0.322457841098849	A
chr1	110150494	110150496	ENSG00000197106	SLC6A17	0.77891201663548	A
chr1	119415050	119415052	ENSG00000203859	HSD3B2	-0.427890959347325	B
chr1	103525691	103525693	ENSG00000185946	RNPC3	NA	NA
chr1	98661701	98661703	ENSG00000162627	SNX7	-0.777288691806254	B
chr1	145824088	145824090	ENSG00000186141	POLR3C	1.10663855647779	A
chr1	109213918	109213920	ENSG00000031698	SARS1	0.886398894370786	A
chr1	100896076	100896078	ENSG00000162695	SLC30A7	0.0483533352814526	A
chr1	109687814	109687816	ENSG00000134184	GSTM1	0.970738407182033	A
chr1	116909916	116909918	ENSG00000134247	PTGFRN	0.421590376437222	A
chr1	89995112	89995114	ENSG00000162664	ZNF326	0.170953259717752	A
chr1	115641991	115641993	ENSG00000173218	VANGL1	0.11312373416205	A
chr1	117606048	117606050	ENSG00000183508	TENT5C	0.139759353276801	A
chr1	150067279	150067281	ENSG00000136631	VPS45	0.926522479636454	A
chr1	114854863	114854865	ENSG00000198765	SYCP1	-0.356873602888037	B
chr1	151197949	151197951	ENSG00000143398	PIP5K1A	1.0104777307724	A
chr1	150321533	150321535	ENSG00000117360	PRPF3	1.02741135402222	A
chr1	113905213	113905215	ENSG00000118655	DCLRE1B	0.503092572047521	A
chr1	146938744	146938746	ENSG00000268043	NBPF12	0.333613809657746	A
chr1	112619832	112619834	ENSG00000116489	CAPZA1	0.734658677053353	A
chr1	115029826	115029828	ENSG00000134200	TSHB	-0.248460837463079	B
chr1	150268200	150268202	ENSG00000118292	C1orf54	0.955722404289728	A
chr1	117929724	117929726	ENSG00000065183	WDR3	-0.309255419369795	B
chr1	152842856	152842858	ENSG00000235942	LCE6A	-0.0373793043516313	B
chr1	150149183	150149185	ENSG00000023902	PLEKHO1	0.935027312045688	A
chr1	115976513	115976515	ENSG00000163393	SLC22A15	-0.0781297663285693	B
chr1	147242654	147242656	ENSG00000131778	CHD1L	0.114500795855301	A
chr1	151156664	151156666	ENSG00000163156	SCNM1	1.0104777307724	A
chr1	151399573	151399575	ENSG00000159377	PSMB4	0.962891991300369	A
chr1	153031203	153031205	ENSG00000169469	SPRR1B	-0.2177848040002	B
chr1	148808181	148808183	ENSG00000178104	PDE4DIP	NA	NA
chr1	100345001	100345003	ENSG00000079335	CDC14A	0.488707491828161	A
chr1	110871188	110871190	ENSG00000143119	CD53	0.64016445672385	A
chr1	155002657	155002659	ENSG00000160685	ZBTB7B	0.926600436776476	A
chr1	121184975	121184977	ENSG00000171943	SRGAP2C	-0.194866583416498	B
chr1	152811971	152811973	ENSG00000196734	LCE1B	-0.0373793043516313	B
chr1	150282543	150282545	ENSG00000159208	CIART	0.955722404289728	A
chr1	151281618	151281620	ENSG00000143373	ZNF687	0.956415333378002	A
chr1	117060326	117060328	ENSG00000116830	TTF2	0.472471525571566	A
chr1	149390614	149390616	ENSG00000286219	NOTCH2NLC	NA	NA
chr1	154974653	154974655	ENSG00000173207	CKS1B	0.845195411642585	A
chr1	153678688	153678690	ENSG00000169418	NPR1	0.858895487234894	A
chr1	152859996	152859998	ENSG00000285946		-0.0373793043516313	B
chr1	113390749	113390751	ENSG00000081026	MAGI3	0.0495796370854309	A
chr1	111542218	111542220	ENSG00000116473	RAP1A	0.847439529608468	A
chr1	110112443	110112445	ENSG00000186150	UBL4B	0.77891201663548	A
chr1	153774354	153774356	ENSG00000143554	SLC27A3	NA	NA
chr1	151070578	151070580	ENSG00000143458	GABPB2	0.944219199003682	A
chr1	150257774	150257776	ENSG00000118298	CA14	0.955722404289728	A
chr1	154321090	154321092	ENSG00000143595	AQP10	0.822917258676915	A
chr1	120723946	120723948	ENSG00000286106	NOTCH2NLR	NA	NA
chr1	145964702	145964704	ENSG00000121851	POLR3GL	1.13599903271479	A
chr1	153357854	153357856	ENSG00000163220	S100A9	0.458413388511914	A
chr1	154983338	154983340	ENSG00000160688	FLAD1	0.845195411642585	A
chr1	111448864	111448866	ENSG00000116459	ATP5PB	0.621100741996736	A
chr1	160400564	160400566	ENSG00000162738	VANGL2	0.602645180469822	A
chr1	145845630	145845632	ENSG00000186364	NUDT17	1.10663855647779	A
chr1	152827473	152827475	ENSG00000186844	LCE1A	-0.0373793043516313	B
chr1	153217584	153217586	ENSG00000203783	PRR9	0.287924859497315	A
chr1	116754430	116754432	ENSG00000116824	CD2	0.570183041888671	A
chr1	63367575	63367577	ENSG00000088035	ALG6	-0.0241522348606584	B
chr1	152878322	152878324	ENSG00000163206	SMCP	-0.0373793043516313	B
chr1	120723949	120723951	ENSG00000273136	NBPF26	NA	NA
chr1	152985231	152985233	ENSG00000169474	SPRR1A	-0.0146773561833334	B
chr1	121087345	121087347	ENSG00000198019	FCGR1B	-0.183110647314118	B
chr1	154993586	154993588	ENSG00000163352	LENEP	0.845195411642585	A
chr1	152947154	152947156	ENSG00000283227	SPRR5	-0.0146773561833334	B
chr1	145607990	145607992	ENSG00000117262	GPR89A	0.834018479940213	A
chr1	153259687	153259689	ENSG00000203782	LORICRIN	0.287924859497315	A
chr1	153728050	153728052	ENSG00000143624	INTS3	NA	NA
chr1	162378841	162378843	ENSG00000239887	C1orf226	-0.0243807190546604	B
chr1	153416520	153416522	ENSG00000184330	S100A7A	0.515583853614169	A
chr1	160081538	160081540	ENSG00000162728	KCNJ9	0.361032268550862	A
chr1	109910242	109910244	ENSG00000184371	CSF1	0.782291183708255	A
chr1	151510510	151510512	ENSG00000143375	CGN	0.8142837650362	A
chr1	151156649	151156651	ENSG00000163154	TNFAIP8L2	1.0104777307724	A
chr1	154220179	154220181	ENSG00000143569	UBAP2L	0.893975308838138	A
chr1	152970648	152970650	ENSG00000184148	SPRR4	-0.0146773561833334	B
chr1	159437845	159437847	ENSG00000196184	OR10J1	-0.824193414460569	B
chr1	95117923	95117925	ENSG00000271092	TLCD4-RWDD3	-0.717018315038574	B
chr1	145719471	145719473	ENSG00000117281	CD160	0.88773097176514	A
chr1	169662007	169662009	ENSG00000000460	C1orf112	0.362641535069061	A
chr1	158930796	158930798	ENSG00000163564	PYHIN1	-0.284537074343052	B
chr1	183023420	183023422	ENSG00000135862	LAMC1	0.712240273407131	A
chr1	158178030	158178032	ENSG00000158473	CD1D	-0.198553473476058	B
chr1	165631234	165631236	ENSG00000143198	MGST3	0.0768875865632374	A
chr1	160190575	160190577	ENSG00000143318	CASQ1	0.584138872059628	A
chr1	160343383	160343385	ENSG00000162736	NCSTN	0.606127929149307	A
chr1	172659103	172659105	ENSG00000117560	FASLG	0.288370512064443	A
chr1	168178962	168178964	ENSG00000143155	TIPRL	0.504720378600085	A
chr1	167630232	167630234	ENSG00000198771	RCSD1	0.616925912928331	A
chr1	168225938	168225940	ENSG00000213064	SFT2D2	0.447872709894883	A
chr1	165827614	165827616	ENSG00000143179	UCK2	0.191060283446123	A
chr1	179025804	179025806	ENSG00000116199	FAM20B	0.219349931370186	A
chr1	171090905	171090907	ENSG00000007933	FMO3	-0.816820620518836	B
chr1	145927258	145927260	ENSG00000280778		1.13599903271479	A
chr1	180154869	180154871	ENSG00000116260	QSOX1	0.419875295682654	A
chr1	169367970	169367972	ENSG00000117475	BLZF1	0.0466594436155408	A
chr1	179743163	179743165	ENSG00000143340	FAM163A	-0.349322700025363	B
chr1	167220886	167220888	ENSG00000143190	POU2F1	0.27977001311806	A
chr1	179365720	179365722	ENSG00000162779	AXDND1	0.163858183045685	A
chr1	84506300	84506302	ENSG00000122432	SPATA1	0.159350068491568	A
chr1	153001749	153001751	ENSG00000163209	SPRR3	-0.2177848040002	B
chr1	160115759	160115761	ENSG00000018625	ATP1A2	0.584138872059628	A
chr1	159204875	159204877	ENSG00000213088	ACKR1	-0.580245681385331	B
chr1	111290862	111290864	ENSG00000134216	CHIA	0.66858239442647	A
chr1	152908546	152908548	ENSG00000163207	IVL	-0.0146773561833334	B
chr1	157993273	157993275	ENSG00000183853	KIRREL1	-0.208391642388541	B
chr1	167935783	167935785	ENSG00000143164	DCAF6	0.608793333474401	A
chr1	180230264	180230266	ENSG00000121454	LHX4	0.376847214363667	A
chr1	35930718	35930720	ENSG00000126070	AGO3	0.778038343451106	A
chr1	183186238	183186240	ENSG00000058085	LAMC2	0.615728012244446	A
chr1	192809039	192809041	ENSG00000116741	RGS2	-0.438200157445086	B
chr1	207088860	207088862	ENSG00000123843	C4BPB	0.551630624528019	A
chr1	168576605	168576607	ENSG00000143184	XCL1	-0.0177685583678751	B
chr1	226548764	226548766	ENSG00000203685	STUM	0.114527124225409	A
chr1	160367071	160367073	ENSG00000171786	NHLH1	0.606127929149307	A
chr1	203090654	203090656	ENSG00000163485	ADORA1	0.844449405131062	A
chr1	207104233	207104235	ENSG00000123838	C4BPA	0.280733929111495	A
chr1	196652043	196652045	ENSG00000000971	CFH	-0.91404360469772	B
chr1	200739558	200739560	ENSG00000118200	CAMSAP2	0.76916808558228	A
chr1	163266576	163266578	ENSG00000143228	NUF2	-0.615048524090849	B
chr1	205568885	205568887	ENSG00000174514	MFSD4A	0.797771551264723	A
chr1	168280877	168280879	ENSG00000143178	TBX19	0.447872709894883	A
chr1	56645314	56645316	ENSG00000162409	PRKAA2	-0.468878977984418	B
chr1	200027710	200027712	ENSG00000116833	NR5A2	0.0106339817550022	A
chr1	149390623	149390625	ENSG00000286185		NA	NA
chr1	151540309	151540311	ENSG00000143367	TUFT1	0.8142837650362	A
chr1	171841498	171841500	ENSG00000197959	DNM3	0.0697416557794544	A
chr1	172420685	172420687	ENSG00000180999	C1orf105	0.247678262447787	A
chr1	153203430	153203432	ENSG00000203784	LELP1	0.287924859497315	A
chr1	244969705	244969707	ENSG00000203666	EFCAB2	0.731528663009168	A
chr1	160796074	160796076	ENSG00000122224	LY9	0.665811004181406	A
chr1	179591613	179591615	ENSG00000162782	TDRD5	-0.543572522910823	B
chr1	246724409	246724411	ENSG00000143653	SCCPDH	0.218453463547858	A
chr1	179954810	179954812	ENSG00000135837	CEP350	0.60118691126226	A
chr1	203007374	203007376	ENSG00000163444	TMEM183A	0.844449405131062	A
chr1	219173878	219173880	ENSG00000143353	LYPLAL1	-0.207227069930573	B
chr1	167721192	167721194	ENSG00000197965	MPZL1	0.671345234364688	A
chr1	244454377	244454379	ENSG00000179397	CATSPERE	0.290408136569867	A
chr1	173477335	173477337	ENSG00000117592	PRDX6	0.312063765446983	A
chr1	235327350	235327352	ENSG00000152904	GGPS1	0.979263491385649	A
chr1	236348257	236348259	ENSG00000186197	EDARADD	0.417133022286885	A
chr1	171185300	171185302	ENSG00000094963	FMO2	-0.857029390500735	B
chr1	214281102	214281104	ENSG00000143499	SMYD2	-0.327573987378365	B
chr1	228735479	228735481	ENSG00000116574	RHOU	-0.00761062394030721	B
chr1	179082070	179082072	ENSG00000186283	TOR3A	0.219349931370186	A
chr1	185045558	185045560	ENSG00000121481	RNF2	0.0743685570222081	A
chr1	217631324	217631326	ENSG00000162814	SPATA17	-0.442061362836214	B
chr1	202007945	202007947	ENSG00000163435	ELF3	0.917640175288228	A
