gene	sym	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	foldChange	cell
ENSG00000069020	MAST4	282.735568555355	0.945562936090388	0.180849088148203	5.22846394069465	1.7092416128362e-07	1.18890084522701e-05	1.92594023679498	A549
ENSG00000069812	HES2	52.205954553053	2.41972534942183	0.448395186155079	5.39641241506318	6.79865755742194e-08	5.13794763839547e-06	5.35069149352122	A549
ENSG00000070047	PHRF1	1872.6667626799	-0.618305645770206	0.0881120179594394	-7.01726801961148	2.26248359670862e-12	3.16317831655832e-10	0.65143554855198	A549
ENSG00000070669	ASNS	63.9202286164442	2.22143959931889	0.393119077886962	5.65080588624511	1.59697350993629e-08	1.37822757051971e-06	4.66358560337292	A549
ENSG00000073756	PTGS2	227.352991640301	0.623835745316266	0.209710616036855	2.97474566192983	0.00293231559412483	0.0479396033671691	1.54096676354726	A549
ENSG00000074935	TUBE1	183.789053499962	0.767264133912067	0.217667905924262	3.52493001048596	0.000423594693080663	0.0106900314150916	1.70203904605496	A549
ENSG00000075407	ZNF37A	598.58259451318	0.592435368336479	0.144241374929627	4.10724986936321	4.00398007747058e-05	0.00146928203315266	1.50778985318994	A549
ENSG00000076604	TRAF4	1252.5138950425	1.15764704720299	0.101852549763167	11.3659113089935	6.18159503413646e-30	2.8808293390754e-27	2.23093278411021	A549
ENSG00000078237	TIGAR	582.376329352827	1.78188035824441	0.137929918389105	12.9187371315458	3.52885787450157e-38	2.24258917924574e-35	3.43874076062627	A549
ENSG00000080298	RFX3	255.20460796858	0.863943751521951	0.192674198942187	4.48396181878604	7.32697781104627e-06	0.000346075935054858	1.82000668749512	A549
ENSG00000080546	SESN1	396.943414207217	2.03869912565766	0.16781799717316	12.1482746785142	5.85889478038221e-34	3.27652831698095e-31	4.10874878776831	A549
ENSG00000081665	ZNF506	87.536427458413	1.06048964580261	0.313180111272246	3.38619729552599	0.000708684130047877	0.0159550931114322	2.08563926046296	A549
ENSG00000081913	PHLPP1	782.705274985371	-0.670153269756095	0.124452865665012	-5.38479581145151	7.25269343427096e-08	5.36507443939377e-06	0.62843991920039	A549
ENSG00000082497	SERTAD4	48.1544902479361	-1.76146872116745	0.427917367542586	-4.1163758584586	3.84876479306092e-05	0.00142730982949031	0.294947743880422	A549
ENSG00000085840	ORC1	615.507629535613	-0.637544048531202	0.130262698601251	-4.89429480102204	9.86588555650946e-07	5.99965939919569e-05	0.642806290083712	A549
ENSG00000086544	ITPKC	515.928890321566	0.935893299797436	0.142126736698861	6.58492076533365	4.55128041407811e-11	5.73256319542577e-09	1.91307482195671	A549
ENSG00000087088	BAX	2593.5879476688	0.70109613741863	0.0853529856622381	8.21407865207003	2.13799420029815e-16	4.46138759915947e-14	1.62573953538343	A549
ENSG00000087510	TFAP2C	391.961874890998	-0.623092964647427	0.160683475780999	-3.87776628317814	0.000105419916012008	0.00330516627863057	0.649277461756858	A549
ENSG00000090339	ICAM1	68.739909296096	1.20073171311227	0.373823679140315	3.21202689961643	0.00131802033713886	0.026100909820876	2.29856221040757	A549
ENSG00000092621	PHGDH	1284.30828878895	0.722608714820834	0.0987874196215844	7.31478479333566	2.57794208237825e-13	4.09570548337844e-11	1.65016320200312	A549
ENSG00000095739	BAMBI	315.241982437268	-0.660298335462649	0.168694227488349	-3.91417267379971	9.07147036399745e-05	0.00294949365486159	0.632747437369299	A549
ENSG00000099849	RASSF7	391.313235668399	-0.63848658721692	0.159779345524134	-3.99605208747383	6.4407568549897e-05	0.00219095429658421	0.6423864702958	A549
ENSG00000099875	MKNK2	955.595153055645	0.596055975533479	0.108711985045686	5.48289110242063	4.18430607542367e-08	3.32390813866468e-06	1.51157857534373	A549
ENSG00000099889	ARVCF	87.2843366392818	1.17949562240698	0.315688872117975	3.73625973729665	0.000186777742290024	0.00528611258088426	2.26497577871599	A549
ENSG00000100219	XBP1	1310.19781242455	0.859458150727644	0.102588059478272	8.3777600931196	5.39444604864875e-17	1.16030384932551e-14	1.81435674419419	A549
ENSG00000100647	SUSD6	547.250823085338	1.58872648827961	0.139566265029444	11.3833130659794	5.06386995299333e-30	2.44130916595861e-27	3.00783721127763	A549
ENSG00000100802	C14orf93	127.649545745284	1.02972213013791	0.265549974732896	3.87769620830754	0.000105450276085478	0.00330516627863057	2.04163098579625	A549
ENSG00000100889	PCK2	662.402896531721	1.33809517708773	0.131565194190506	10.1705864177889	2.68288528961422e-24	8.72312075211543e-22	2.52817297934931	A549
ENSG00000101003	GINS1	1564.916090619	-0.648070824330617	0.102854853506201	-6.30082881107349	2.96058237611206e-10	3.39277886888711e-08	0.63813305661846	A549
ENSG00000101255	TRIB3	1345.63754432832	1.30464977754121	0.100467474715784	12.985792478929	1.47305501723618e-38	1.02973910979895e-35	2.47023753719509	A549
ENSG00000102096	PIM2	251.982554804091	0.703874824085338	0.200837079514134	3.50470553439712	0.000457112571831033	0.0113113112686189	1.62887379023327	A549
ENSG00000104356	POP1	649.348602521003	-0.585073515474523	0.131981551862589	-4.43299466643388	9.29331658934464e-06	0.000415559432896238	0.666615368931497	A549
ENSG00000104689	TNFRSF10A	781.31854342326	0.880832628209681	0.121082415161179	7.27465360710854	3.47310478272619e-13	5.27798673557553e-11	1.84143775077578	A549
ENSG00000104783	KCNN4	387.074026807847	0.603226635322929	0.155857829437297	3.87036466182543	0.000108672674291642	0.00338385892933506	1.51911031059397	A549
ENSG00000105173	CCNE1	309.895168224639	-0.910446802014356	0.171853506401425	-5.29780754014808	1.17201401704755e-07	8.40303998581632e-06	0.532020299259258	A549
ENSG00000105327	BBC3	719.2494090298	2.42915487771074	0.137031698807445	17.7269558711679	2.59721369115859e-70	6.05194076934804e-67	5.38577842580628	A549
ENSG00000105939	ZC3HAV1	2100.27020779965	-0.646167870221961	0.0876488361276588	-7.37223560254503	1.67790141052635e-13	2.75985172006692e-11	0.638975326891928	A549
ENSG00000107099	DOCK8	31.4103371753817	1.61207387000504	0.535457468787794	3.01064783661448	0.00260691008704208	0.0438067427006435	3.05690955980837	A549
ENSG00000107282	APBA1	22.7163036193291	1.94454063488421	0.657315052080875	2.95830839219084	0.00309332483126604	0.0498820928096084	3.84915197788871	A549
ENSG00000108179	PPIF	1736.24922378373	-0.750923069232173	0.0952846298375204	-7.88084154299228	3.25183474811781e-15	6.31443077964376e-13	0.594223238248503	A549
ENSG00000108602	ALDH3A1	6872.2515824849	0.589764058713061	0.0690874391422545	8.53648747203825	1.38363675526227e-17	3.39379394303892e-15	1.50500059641914	A549
ENSG00000108691	CCL2	404.267878490913	-0.608073167632154	0.172963447345206	-3.51561660550477	0.000438734050068379	0.0109730603828372	0.65607235312748	A549
ENSG00000110619	CARS1	1254.02197745088	0.683652416538671	0.100494480852867	6.80288520062708	1.02544362857936e-11	1.35252145011019e-09	1.60620097052182	A549
ENSG00000111725	PRKAB1	686.515806642806	0.854343553409154	0.126854341894573	6.73483887622221	1.64111690380224e-11	2.10499591119808e-09	1.80793593159088	A549
ENSG00000111860	CEP85L	219.850552520168	0.683931648202592	0.218893797438038	3.12449076313454	0.00178113113898329	0.032802988387004	1.6065118786231	A549
ENSG00000111981	ULBP1	98.0258569028489	2.16142009841798	0.320895534601853	6.73558795730747	1.63268360696454e-11	2.10499591119808e-09	4.47354986735994	A549
ENSG00000112029	FBXO5	455.240162417671	-0.791565087958725	0.146760413185888	-5.39358721316846	6.90647797798863e-08	5.19136928012145e-06	0.577717023479201	A549
ENSG00000113328	CCNG1	1833.38165539672	0.766633434126251	0.0983477211540711	7.79513165257023	6.43413605580962e-15	1.18362705521414e-12	1.70129513204605	A549
ENSG00000113739	STC2	1267.47167089652	1.68584532107047	0.104337661661696	16.1575915563132	1.00408549147455e-58	1.5597910284784e-55	3.21728852283745	A549
ENSG00000115129	TP53I3	2780.44504650404	0.732450964407066	0.0872774967357848	8.39220866547554	4.77093149491147e-17	1.04222489422433e-14	1.66145931379359	A549
ENSG00000115902	SLC1A4	958.397010174238	0.661343836202084	0.111598746301858	5.92608661044674	3.10239003313245e-09	3.03318287085488e-07	1.58155511889337	A549
ENSG00000116017	ARID3A	413.019915233241	0.587425526747643	0.157355397399977	3.73311329928191	0.000189127467986568	0.00533103050387139	1.50256304656355	A549
ENSG00000116062	MSH6	3174.79567913418	-0.676735436231962	0.0801677615211231	-8.44149098579546	3.1331509042501e-17	7.06525528908397e-15	0.62557924928089	A549
ENSG00000116273	PHF13	326.021695340807	-0.795103261507444	0.167648866947457	-4.74267005786945	2.10919640126072e-06	0.000116097145220575	0.576301922869429	A549
ENSG00000116514	RNF19B	870.761904243091	1.19855241415766	0.115257563177497	10.3989046889	2.50799404586973e-25	8.99083711674481e-23	2.29509268111843	A549
ENSG00000116717	GADD45A	1019.61338112402	1.58245792906967	0.110239701198094	14.3547008189554	9.95542119202527e-47	1.07066725912081e-43	2.99479640778441	A549
ENSG00000116741	RGS2	276.950475187924	0.621188083149009	0.18283017085512	3.39762348984105	0.000679739014125504	0.0154779009063333	1.53814134461683	A549
ENSG00000117877	POLR1G	219.576344625966	-0.701142938453518	0.200389058243221	-3.49890829669207	0.000467167223772806	0.0114788487795564	0.61508472836945	A549
ENSG00000119630	PGF	78.6642826262984	2.03976762044711	0.351463849819237	5.8036342044742	6.48927669321672e-09	6.08903204348074e-07	4.11179295350207	A549
ENSG00000120278	PLEKHG1	62.8857733398731	1.55886304160716	0.378217976180552	4.12159955311853	3.76250812657289e-05	0.00139903260951105	2.94621566725682	A549
ENSG00000120889	TNFRSF10B	4655.55738718678	1.07765805779806	0.0740838865953876	14.5464568251358	6.15073290542904e-48	7.81758152280031e-45	2.11060712775218	A549
ENSG00000123358	NR4A1	564.317914637752	-0.625089443633385	0.159888212159072	-3.90954051704253	9.24718450393668e-05	0.00298495719862228	0.648379578100168	A549
ENSG00000124762	CDKN1A	7281.21371647624	2.31334887069791	0.0752580370803923	30.7388946143618	1.72102064356953e-207	1.20307948088728e-203	4.97035490678956	A549
ENSG00000125398	SOX9	424.732565563576	-0.747247541887797	0.167118338088516	-4.47136771724004	7.77209285799499e-06	0.00036220543415876	0.595739059844803	A549
ENSG00000125657	TNFSF9	134.899537716797	0.777997819105258	0.254162375980127	3.0610267003724	0.00220579423230204	0.0386456255160586	1.7147494811121	A549
ENSG00000125746	EML2	337.1284037733	0.715347147074855	0.1662412226581	4.3030671673179	1.68449755243168e-05	0.00070723604446088	1.64187824542999	A549
ENSG00000125772	GPCPD1	557.564699149321	1.01381567910359	0.137698238969098	7.36259001345044	1.80375715494517e-13	2.93236381201029e-11	2.01924459697451	A549
ENSG00000126003	PLAGL2	761.835251837547	-0.687788201404752	0.125178374054661	-5.49446505116305	3.91896522995024e-08	3.16711288323319e-06	0.620804877947111	A549
ENSG00000126803	HSPA2	2375.8060170608	-0.641527083395982	0.0874458139996127	-7.33628122437998	2.19610325507147e-13	3.529163173466e-11	0.641034059127502	A549
ENSG00000128011	LRFN1	264.714939764627	-0.765732923203441	0.182793231983671	-4.18906605509248	2.80104864420116e-05	0.00107586431578507	0.58815449630354	A549
ENSG00000128165	ADM2	123.232064306057	3.02332284431967	0.314014504969358	9.62797194548288	6.0919912667914e-22	1.81217297661724e-19	8.13038034576744	A549
ENSG00000128590	DNAJB9	318.266156258634	1.54170794006466	0.17612548507012	8.75346313141944	2.0690349961598e-18	5.61537197275096e-16	2.91138965509878	A549
ENSG00000128965	CHAC1	251.193621185829	3.29995690582687	0.236516489465439	13.9523333585969	3.04478502861453e-44	2.66057121781624e-41	9.84886111092941	A549
ENSG00000129173	E2F8	210.33632903571	-0.91466718619868	0.209222169008728	-4.37175080696406	1.23254155129049e-05	0.000530220413187455	0.530466229266578	A549
ENSG00000130066	SAT1	2655.80488649021	0.621595130639042	0.0828255184628085	7.50487461081405	6.14874286078605e-14	1.07456967420812e-11	1.53857538291934	A549
ENSG00000130513	GDF15	803.03489894767	2.87720279971503	0.140428296334497	20.4887681102503	2.71167898864534e-93	7.58239678805009e-90	7.34724202800458	A549
ENSG00000130517	PGPEP1	193.637407946972	0.711246728855351	0.211969253177146	3.35542404473611	0.000792434140546657	0.0174747976640107	1.63721833535508	A549
ENSG00000130684	ZNF337	160.454404436495	1.1543652380368	0.246908440300077	4.6752765382741	2.93557773825664e-06	0.00015429440736303	2.22586367776454	A549
ENSG00000130766	SESN2	1036.4819622803	2.56625146155744	0.116525185011845	22.0231485690975	1.72828880294786e-107	6.0408014385035e-104	5.92268542533559	A549
ENSG00000131080	EDA2R	723.887582683373	1.88370432359509	0.132357758592617	14.2319146502996	5.80698238337457e-46	5.41249471346399e-43	3.69021359392059	A549
ENSG00000131669	NINJ1	1048.33527033092	1.00769532502899	0.114343361592342	8.81288875012823	1.21961567897308e-18	3.41028936154453e-16	2.01069648782856	A549
ENSG00000132196	HSD17B7	171.067368072265	0.761151109083101	0.243873102667752	3.12109494961435	0.00180179928912496	0.0330156695429306	1.6948423798017	A549
ENSG00000132436	FIGNL1	598.150332644681	-0.607793772444746	0.129713676533608	-4.6856568149718	2.79063533500577e-06	0.000147787396283014	0.656199421706397	A549
ENSG00000132517	SLC52A1	109.984889212412	3.79588571331139	0.386877814672973	9.81158797260073	1.00376348219173e-22	3.11858160989389e-20	13.8891433348791	A549
ENSG00000134574	DDB2	1344.00135819744	0.835470959363314	0.0974941423661515	8.56944775436454	1.03982483257148e-17	2.5960341043182e-15	1.78443946360299	A549
ENSG00000134762	DSC3	88.4043335605216	1.45288111850145	0.32161008485346	4.51752350727263	6.25670838785729e-06	0.000303732777675808	2.73754203692227	A549
ENSG00000135069	PSAT1	4848.45789584689	0.632033970307722	0.0722126104429091	8.75240441290244	2.08854404250804e-18	5.61537197275096e-16	1.54974835251901	A549
ENSG00000135679	MDM2	9495.85442642285	2.80700605874574	0.0715797239546243	39.215100361733	0	0	6.99830750929477	A549
ENSG00000135763	URB2	1004.99749223257	-0.786713458382338	0.113710092740367	-6.91858954137545	4.56162431652098e-12	6.25255584012547e-10	0.579663094603385	A549
ENSG00000135778	NTPCR	853.121612055582	0.647346110857676	0.129374665873767	5.00365435911003	5.62535822535054e-07	3.59123896569068e-05	1.56628430807851	A549
ENSG00000136003	ISCU	1129.80324501157	0.888642081987051	0.105061937571105	8.45826854645268	2.71376602394382e-17	6.32352713012643e-15	1.85143266639954	A549
ENSG00000136010	ALDH1L2	367.748782485286	0.798453536692064	0.160617537544856	4.97114791383896	6.65576454381347e-07	4.19163261653406e-05	1.73923579376768	A549
ENSG00000136114	THSD1	407.823002519269	1.36242262602768	0.166935809555398	8.16135633005425	3.31283271515023e-16	6.8112814986052e-14	2.57116576717095	A549
ENSG00000136378	ADAMTS7	219.797819412107	1.10952883081332	0.208143470203322	5.3305963897378	9.78907592504515e-08	7.09124717658322e-06	2.15775165868592	A549
ENSG00000136997	MYC	2171.76795255675	-0.903293485822266	0.0887010596553957	-10.1835704030095	2.34785347999367e-24	8.0061803667784e-22	0.534664766629343	A549
ENSG00000137094	DNAJB5	136.209983541988	0.831646625702718	0.250523274074345	3.31963818042678	0.000901341853077559	0.0194770640616342	1.77971548889301	A549
ENSG00000137273	FOXF2	401.363495151891	-0.621548658397908	0.156650834992713	-3.96773281436273	7.25596160381663e-05	0.00245037679185894	0.649972840930445	A549
ENSG00000137500	CCDC90B	756.504081777551	0.897622800209191	0.120020714367552	7.47889899622082	7.4947846366077e-14	1.29363683956065e-11	1.86299370596177	A549
ENSG00000137801	THBS1	4921.88945034307	-0.712484395602904	0.0712132887177029	-10.0049359948432	1.44985415090033e-23	4.6069115644858e-21	0.610268319799317	A549
ENSG00000138764	CCNG2	155.348767256919	1.19454862900083	0.243539507762832	4.90494803070772	9.34520788310412e-07	5.75574235302549e-05	2.28873214147318	A549
ENSG00000139438	FAM222A	218.38428936763	-0.657418910978338	0.20668200415686	-3.18082318613184	0.0014685723157542	0.0282117735742108	0.634011576916207	A549
ENSG00000139800	ZIC5	253.324502167263	-0.606486630375543	0.198834933307441	-3.05020159328736	0.00228687808925408	0.0396193836008194	0.656794235260047	A549
ENSG00000140022	STON2	96.281635805498	1.01311623584338	0.300531747172123	3.37107891387974	0.000748744065649971	0.0166425926579527	2.0182658698878	A549
ENSG00000140332	TLE3	489.564754490378	-0.923986772886899	0.144504426884331	-6.39417623950378	1.61415169311631e-10	1.89642477491253e-08	0.527050543799773	A549
ENSG00000140534	TICRR	1181.68372165157	-0.64458357436094	0.103173785533631	-6.24755184688678	4.16935907140583e-10	4.73917147783129e-08	0.639677403202923	A549
ENSG00000141664	ZCCHC2	469.258170871646	-0.669075455737294	0.142261169888789	-4.70314883717276	2.56179527209964e-06	0.000137755614227789	0.628909591871372	A549
ENSG00000141682	PMAIP1	425.546220423557	1.32466895093686	0.156062760702165	8.48805278707649	2.10128126461696e-17	5.0651747173465e-15	2.50475405609512	A549
ENSG00000143217	NECTIN4	105.615879541266	2.91547997044934	0.336144449714313	8.67329498650709	4.1979260021956e-18	1.08540943215497e-15	7.54478594592493	A549
ENSG00000143476	DTL	1034.57690373729	-0.695739052203953	0.110339992578142	-6.30541144645482	2.87429303932193e-10	3.32111495725289e-08	0.617392964442001	A549
ENSG00000144452	ABCA12	77.5088422619276	1.88995349038324	0.349337160405727	5.41011293556119	6.29850160718103e-08	4.81198639180317e-06	3.70623276406764	A549
ENSG00000144596	GRIP2	129.450480662872	0.930626525151315	0.261982738894138	3.55224366719581	0.000381960971722372	0.00979852540486326	1.90610358787455	A549
ENSG00000147509	RGS20	320.519916571092	0.621578281465864	0.171096781028314	3.63290459195139	0.000280248661639883	0.00753491641997539	1.53855741406871	A549
ENSG00000148219	ASTN2	261.827939240457	1.39288661043295	0.191399906302435	7.27736307368938	3.40408219281639e-13	5.27798673557553e-11	2.62603584771998	A549
ENSG00000148400	NOTCH1	1754.25992072994	0.618990381421143	0.103422878896963	5.98504303905349	2.16332649932752e-09	2.16039055622129e-07	1.53580003034969	A549
ENSG00000148840	PPRC1	1975.393713311	-0.754783642112614	0.0899205077394053	-8.39389880115023	4.70280972654249e-17	1.04222489422433e-14	0.592635255047577	A549
ENSG00000151065	DCP1B	260.006584350551	1.03186562904538	0.189579981174636	5.44290395352903	5.24189137512674e-08	4.09423929137692e-06	2.04466661445727	A549
ENSG00000151640	DPYSL4	534.068846121649	0.868028531027251	0.147283001220095	5.89360974339529	3.77848953817518e-09	3.64324567125705e-07	1.82516707160104	A549
ENSG00000152782	PANK1	285.075269741665	1.27212109461797	0.197938432669022	6.42685241801988	1.30273185632636e-10	1.5517931620429e-08	2.41516389461131	A549
ENSG00000152804	HHEX	232.547569018484	-0.805893424109884	0.199780216017619	-4.033900053641	5.48586589041482e-05	0.00190790773666392	0.572007740841876	A549
ENSG00000153029	MR1	373.909626260675	1.03713905854014	0.159733546613937	6.49293201412992	8.41816846972215e-11	1.03240713487005e-08	2.05215408424142	A549
ENSG00000153714	LURAP1L	163.5679860404	1.11776535961636	0.239479512581591	4.66747801332497	3.04919367084497e-06	0.000159665830382335	2.17010576836298	A549
ENSG00000154767	XPC	993.505534651338	1.26595249017256	0.113097664816088	11.193444994918	4.39037487059239e-29	1.77466027147136e-26	2.40485930134216	A549
ENSG00000154822	PLCL2	257.948105855952	0.785043239255993	0.192079492443713	4.08707472759509	4.36846443077659e-05	0.00156603849247917	1.72314396328799	A549
ENSG00000155304	HSPA13	809.546489534853	0.687299672491114	0.11710681404156	5.86899812889793	4.38436384531549e-09	4.19847883022986e-07	1.61026672050757	A549
ENSG00000155760	FZD7	401.851521515046	-0.64706254635406	0.169985396606982	-3.80657726645845	0.000140903285279394	0.00414730280313939	0.638579194144397	A549
ENSG00000155846	PPARGC1B	292.423674726953	-0.93068560094372	0.176499361476805	-5.2730253138396	1.34193045500841e-07	9.52361913272718e-06	0.524608976647724	A549
ENSG00000155858	LSM11	229.002642407362	-0.617532479533619	0.202298560681106	-3.05257969930428	0.00226883472787927	0.0394044451310311	0.651784758151828	A549
ENSG00000155961	RAB39B	35.2658952897707	1.71110488596632	0.504542114122707	3.39140150657507	0.000695361512184709	0.0157311477376285	3.27411475047564	A549
ENSG00000157514	TSC22D3	357.651343118023	1.76996004417481	0.172635551016186	10.2525814280795	1.15224399777437e-24	4.02738083322087e-22	3.41044511257391	A549
ENSG00000158055	GRHL3	52.9411463911718	4.18908309005454	0.578722444411016	7.23850116841055	4.53670302405873e-13	6.82017687950162e-11	18.2406228766569	A549
ENSG00000159388	BTG2	1163.72586384005	3.12729017489162	0.120316973787452	25.9920946849627	6.08378633211891e-149	2.83524722364515e-145	8.73792168156699	A549
ENSG00000160233	LRRC3	88.5852864127553	-0.995475888156659	0.326181352856255	-3.05190925060439	0.00227390836441145	0.0394435643211371	0.501570398684748	A549
ENSG00000160685	ZBTB7B	926.235630689148	0.656939917658866	0.114141884662072	5.75546758846498	8.64022991505764e-09	7.79348738338199e-07	1.57673468220186	A549
ENSG00000161509	GRIN2C	80.1204523831508	2.00738977973289	0.350821956362028	5.72196164843622	1.05301081449716e-08	9.20134012342797e-07	4.02054138362409	A549
ENSG00000161513	FDXR	1690.15588899183	1.62791957335105	0.0974095216739163	16.7121195687687	1.06964952297932e-62	1.86934624759674e-59	3.09066989665389	A549
ENSG00000161642	ZNF385A	317.593964005001	0.918715258481768	0.176219378512342	5.21347462598969	1.85335891580215e-07	1.27644389171576e-05	1.89043108649128	A549
ENSG00000162073	PAQR4	301.940707959911	-0.680456530124058	0.175787568969777	-3.87090244271509	0.000108433183910031	0.00338385892933506	0.623967793235675	A549
ENSG00000162241	SLC25A45	212.541897234132	0.807784042783152	0.216077900463983	3.73839268638117	0.000185200515124947	0.00526278130480057	1.75052060410821	A549
ENSG00000162298	SYVN1	894.797154607719	0.602658705796455	0.126924690296431	4.74815975039179	2.05275871297545e-06	0.000113887379230595	1.51851241721864	A549
ENSG00000162643	DNAI3	60.1790442664393	3.77290580497973	0.509876541520847	7.39964579214805	1.3654823241607e-13	2.30009739446877e-11	13.6696633189371	A549
ENSG00000162772	ATF3	236.379801794238	1.94211796280293	0.209701421974447	9.26134856176407	2.0186626792184e-20	5.75978018737806e-18	3.84269364305974	A549
ENSG00000162878	PKDCC	851.354991445679	-0.612139271009622	0.116982655020655	-5.2327353221855	1.67019815250271e-07	1.16755201850702e-05	0.65422587678273	A549
ENSG00000163071	SPATA18	145.385176709823	1.53373126955434	0.25516997012411	6.01062604979873	1.84808251111082e-09	1.89985599910591e-07	2.89533698082936	A549
ENSG00000163472	TMEM79	137.04496678202	0.851783126821784	0.252169327008568	3.37782210440227	0.000730623297895879	0.0162916177478186	1.8047301384167	A549
ENSG00000163577	EIF5A2	287.323234374364	-0.614272368434246	0.187312906601952	-3.27939157839027	0.00104031175984995	0.0220039314893528	0.653259285560955	A549
ENSG00000164045	CDC25A	305.610492640702	-1.2254967232872	0.173614793832707	-7.05871139338545	1.68053694570586e-12	2.447456983116e-10	0.427650246507526	A549
ENSG00000164070	HSPA4L	910.394105140035	0.983291199881895	0.11839207936063	8.30537993075302	9.95005452687022e-17	2.10775321727534e-14	1.97697030307155	A549
ENSG00000164171	ITGA2	2135.42044894482	0.659191140257222	0.0930630483315668	7.08327474841188	1.40787153341488e-12	2.09398424560356e-10	1.57919698471363	A549
ENSG00000164211	STARD4	105.19589546866	0.874380327062315	0.284820631844675	3.06993324675704	0.00214106619168353	0.0377957656893024	1.8332205040671	A549
ENSG00000164237	CMBL	494.835193607961	0.808322777085678	0.151377870012583	5.33976846826083	9.30653592944602e-08	6.81228684971648e-06	1.75117440936343	A549
ENSG00000164331	ANKRA2	204.032631980065	1.61680257620095	0.222243612830889	7.27491132638859	3.46648077434414e-13	5.27798673557553e-11	3.06694559829298	A549
ENSG00000164362	TERT	100.460463326217	-1.13581877728575	0.296017083345972	-3.83700415005527	0.000124544368201755	0.00379358346803647	0.455076572444986	A549
ENSG00000164463	CREBRF	130.531936199352	0.918838558183254	0.258058392513943	3.56058390208569	0.000370031051341778	0.00952744775103021	1.89059265878674	A549
