chr1	start1	end1	chr2	start2	end2	peak_name	A549-control	A549-nutlin	GM12878-control	GM12878-nutlin	HCT116-control	HCT116-nutlin	HEK293-control	HEK293-nutlin	HeLa-control	HeLa-nutlin	HepG2-control	HepG2-nutlin	IMR90-control	IMR90-nutlin	MCF7-control	MCF7-nutlin	SKNSH-control	SKNSH-nutlin	U2OS-control	U2OS-nutlin	chr	start	end	gene	sym	p.value	estimate.rho
chr1	3065000	3070000	chr1	3355000	3360000	peak_228	0.00401043573638837	0.00330409478051229	0.00160576324694309	0.00273569019470955	0.00279643972036783	0.00357978050376807	0.00140688628477024	0.0018192753217007	0.00390112381480976	0.00227468248933985	0.00503824877524487	0.00578124905068887	0.00180041391325168	0.00514568009551844	0.00387281652633061	0.00490617224125922	0.00145538580761365	0.0044727944370604	0.00407037493306472	0.00335589167299016	chr1	3066668	3071668	ENSG00000142611	PRDM16	0.0159962184764121	0.530993171354978
chr1	3070000	3075000	chr1	3215000	3220000	peak_232	0.00697749765832713	0.00305615571445444	0.00347583525797891	0.00231406164418314	0.00361040792713091	0.0034604326323914	0.00221976076790536	0.00210224248977082	0.00312858429930143	0.00220595512430564	0.00483961465780232	0.00645274704675953	0.00256953420306789	0.00204481761499336	0.00569759465455255	0.00369607483753898	0.00198395593905365	0.00143356119001723	0.00308114473628126	0.00490043696880786	chr1	3066668	3071668	ENSG00000142611	PRDM16	0.0117660123895598	0.551205593361335
chr1	3070000	3075000	chr1	3315000	3320000	peak_233	0.0051593288494372	0.00817092022951967	0.00243653100388165	0.00176672534358867	0.00558608496095509	0.00478175797111293	0.00302742588830399	0.00221464913870823	0.00409240985741255	0.00247646347384321	0.00675917006223739	0.00687542183915154	0.00234766742640571	0.0033722271401833	0.00771493376204039	0.00423447971414905	0.0066874718175214	0.00522024641108528	0.00710867624525368	0.0068557722028369	chr1	3066668	3071668	ENSG00000142611	PRDM16	0.0187629322459246	0.520002869674071
chr1	5990000	5995000	chr1	6030000	6035000	peak_357	0.00700063977508841	0.010087857763071	0.011149415708201	0.0100938317227664	0.00718483892401707	0.00864542295450066	0.00682403053514697	0.00733873124429199	0.0107846106794783	0.0130881564320369	0.010574124907106	0.0077643791776541	0.00452339112841105	0.00349580431199006	0.00777694534595209	0.00656909336831651	0.00648814310958303	0.00892322328162354	0.00640997676305605	0.0048538052975089	chr1	5988427	5993427	ENSG00000069424	KCNAB2	0.0126973823971345	0.546303723670502
chr1	6045000	6050000	chr1	6175000	6180000	peak_362	0.00566423786900444	0.00532526370303977	0.00398225427219526	0.00295222827556326	0.00606697314528455	0.00522905966860116	0.0065093865604833	0.00628946263276211	0.00446554315982225	0.00592219183180885	0.00601014805501138	0.00597617929941022	0.0034082678707516	0.00472256103179617	0.00468026789455012	0.00744650658790946	0.00551267737129939	0.0078863255698831	0.0109592926062346	0.0070297596872029	chr1	6177819	6182819	ENSG00000116254	CHD5	0.00111634061328275	0.674131036516504
chr1	7665000	7670000	chr1	7780000	7785000	peak_589	0.00316495962506094	0.00415666477631086	0.0039781021163295	0.00381442573178861	0.00554852410435934	0.00507925027444763	0.00562680809161442	0.00368191422646632	0.0048712822159921	0.00394557460001698	0.00620256904464319	0.00744610101414343	0.00464341331623106	0.00512522157000434	0.00447671748477317	0.00929600582698276	0.00529523104705275	0.00619645397923537	0.0113604037105714	0.00835071436882948	chr1	7781820	7786820	ENSG00000049246	PER3	0.00184934996403766	0.651731414235175
chr1	8025000	8030000	chr1	8135000	8140000	peak_647	0.00686317180223609	0.00410179085987389	0.00439367550631604	0.00437701202172098	0.00866058130085729	0.00470444697483691	0.00408034004380315	0.00344305959133224	0.010454602535703	0.00419480940216697	0.0070078281180711	0.00670942091894291	0.00813239176352881	0.0143213049835154	0.00396885450883169	0.00627184414054495	0.00477664520867194	0.00636591127932503	0.00283934025778188	0.00500410863264195	chr1	8023781	8028781	ENSG00000116285	ERRFI1	0.0158832167334673	0.531473515457939
chr1	8745000	8750000	chr1	8810000	8815000	peak_732	0.00822600458751561	0.00548765428838011	0.00395280552081266	0.00701755547493659	0.00141863694292399	0.00509685455042757	0.0107125459933589	0.00799069602336567	0.00498379073423592	0.00531790125075841	0.0080650427699783	0.00909709839106178	0.00564293378350866	0.0048990560388266	0.00420230387278969	0.00495417777089262	0.00740939487726048	0.00727237201716022	0.00337800578891696	0.00421925005554975	chr1	8814963	8819963	ENSG00000142599	RERE	0.02121499015717	0.511297320573425
chr1	9195000	9200000	chr1	9235000	9240000	peak_789	0.00350346252138332	0.00611213563136963	0.00968093595242538	0.00933167392495034	0.00426431401902149	0.00653442778793973	0.00796400218603321	0.00787755676235803	0.00417671102244726	0.00591111097099043	0.00755180322184883	0.00954587606141502	0.0142235525122743	0.0136067435887905	0.00610795863881975	0.0048168197832958	0.00790648263179115	0.00836047316738917	0.00582955710492539	0.0086535135806399	chr1	9232274	9237274	ENSG00000049239	H6PD	0.00173142467847299	0.654759296551448
chr1	9200000	9205000	chr1	9235000	9240000	peak_790	0.00579571674998681	0.00914988111532046	0.00980913843234644	0.00942818631928062	0.00411764983763548	0.00647115338336024	0.00836203228739233	0.00671861209382775	0.00671405067418047	0.00753789134431488	0.0108519482840522	0.00807726784810824	0.0157655970978134	0.0174631327532117	0.00643743036615495	0.00665565699285511	0.0127699217894965	0.0126295633418992	0.00781284928171841	0.00838285183577305	chr1	9232274	9237274	ENSG00000049239	H6PD	1.06169543860819e-06	0.861558905556865
chr1	9495000	9500000	chr1	9535000	9540000	peak_827	0.0100944371382515	0.00881969890854617	0.00818915935452394	0.00663880979853942	0.0105458310309204	0.00934215554357265	0.0106762726846578	0.0104996109220138	0.0111091003955807	0.00956300415910896	0.0179774341838443	0.0200532288681448	0.00562487136821727	0.00509461831982934	0.0127360235485446	0.0116092964572245	0.00444457280905601	0.00672571173977608	0.00860048201294685	0.00991220766856284	chr1	9536965	9541965	ENSG00000171612	SLC25A33	0.00332636178325495	0.623254859753913
chr1	9875000	9880000	chr1	9935000	9940000	peak_870	0.0136529928308875	0.00933222209673804	0.0131574442590095	0.0131325778612956	0.0129251419578508	0.0106274569609083	0.0132502717679396	0.0128371366429709	0.0131684156967405	0.0109380216544475	0.0162807908621407	0.0121493366945352	0.0201577282817634	0.0126929362528444	0.00789986833582535	0.0103997373774686	0.0172869593108049	0.0150167418219768	0.0103239081170464	0.0074845660243592	chr1	9933118	9938118	ENSG00000162441	LZIC	0.00744085252283169	0.579252622496883
chr1	9875000	9880000	chr1	9940000	9945000	peak_871	0.0133354028396562	0.0181447106569125	0.0199377030307205	0.0182117169708248	0.0208739993756656	0.0217559605402394	0.023877191982809	0.0219385083590146	0.0141977738434324	0.0129781100985366	0.0247012135109398	0.0254952931834829	0.0177905664106302	0.0288598844658412	0.0116935008140574	0.0161849904084942	0.0305329148867226	0.0254165101908946	0.00972840765845782	0.0152009214461783	chr1	9940928	9945928	ENSG00000173614	NMNAT1	0.0221241725485092	0.508272665793938
chr1	10435000	10440000	chr1	10945000	10950000	peak_914	0.00077800712546186	0.00113121251996548	0.00300657618383649	0.00144538937116096	0.00108880600352214	0.000680379664783835	0.000680760952686194	0.00123986923026107	0.00152885586628851	0.000284469626160271	0.000580955513359177	0.00103776537191998	0.000388185653263969	0.000421277259438245	0.00132721918055888	0.00113844190845874		0.00109105638468848	0.00229854142643182	0.00101672636173365	chr1	10947249	10952249	ENSG00000175262	C1orf127	0.0117745806898396	0.56466545989611
chr1	11040000	11045000	chr1	11855000	11860000	peak_1045	0.000350803112294672		0.000464706427714984	0.00062183343269927		0.00113378852353428	0.000359749116871419	0.000586849844891418	0.000302635043506329		0.000271802287545693		0.00133794605552272		0.000332594712723529	0.00123384640185159			0.00142691703585655	0.00125153214700237	chr1	11856443	11861443	ENSG00000120937	NPPB	0.0632963045532899	0.528580719943698
chr1	11050000	11055000	chr1	11805000	11810000	peak_1051		0.00069708175230763	0.000807521089800132	0.00114591743143619	0.000692868179660479	0.000228074214423527	0.000832981010661568	0.00123898396744529	0.000721999390462537	0.000264612243209041	0.000740784263799617	0.000256118076323814		0.000274754446523125			0.000458766681593825		0.00059619896577287	0.000925716493516282	chr1	11802911	11807911	ENSG00000177000	MTHFR	0.0157031898969083	0.610206152897309
chr1	11650000	11655000	chr1	11715000	11720000	peak_1108	0.0240922757922798	0.0218289747182594	0.0210423826942033	0.0252534690393404	0.0203620216054262	0.0185805520106216	0.0250717089285331	0.0231249300213862	0.0159073745204146	0.0155891746185645	0.010429430614286	0.0117673458612654	0.0189563624891596	0.021361749189676	0.0131166686585251	0.0124408853317605	0.0269198592189091	0.0227470661091281	0.0153962775097616	0.0145454329105452	chr1	11651875	11656875	ENSG00000132879	FBXO44	0.00071863703105532	0.692271538691913
chr1	15150000	15155000	chr1	15195000	15200000	peak_1397	0.0262702213779841	0.0204218960852346	0.00579119131204857	0.00637408493209659	0.0124586059396092	0.0134061167747025	0.0122817181493545	0.012407901391052	0.0108822326626004	0.0116503607011085	0.0175048883642911	0.0221450060048137	0.00939228158803937	0.0130566565304459	0.0151630711412095	0.0140347040675527	0.0121343912492021	0.0129469018193796	0.0080566508199406	0.0106042902098214	chr1	15150066	15155066	ENSG00000171729	TMEM51	0.0152927089240223	0.534029204729216
chr1	15150000	15155000	chr1	15210000	15215000	peak_1400	0.0165289134726752	0.00981962874681603	0.00693493903930443	0.00854233082173705	0.00822031861961551	0.00649304427425976	0.00668230524376369	0.00656313420956973	0.00752185774596518	0.00614547168504743	0.0103965063889863	0.00816096204734353	0.0104198078358387	0.0101361781415739	0.00802480682421933	0.00900212971286839	0.00645944278745896	0.00989233611251365	0.00352840968725861	0.00653644154159197	chr1	15150066	15155066	ENSG00000171729	TMEM51	0.003853141669217	0.615673646828764
chr1	15355000	15360000	chr1	15410000	15415000	peak_1418	0.0186747453375205	0.0208453329853372	0.00530266132563965	0.00444599320563721	0.010690293526085	0.00923032209991853	0.00588438708493986	0.00579572749268867	0.0182322256960905	0.0138179168777826	0.00818072219617866	0.00902713051905986	0.0102667080613368	0.0116589303530992	0.00743157432894781	0.00745372751628759	0.013612555796752	0.00969554396318151	0.0121259703836101	0.0136371780069096	chr1	15407388	15412388	ENSG00000142634	EFHD2	0.0080015613224117	0.574963052402831
chr1	15795000	15800000	chr1	15945000	15950000	peak_1454	0.00550706360819201	0.00373102805578989	0.00513635383422732	0.00629148225174339	0.00458514078340281	0.00369004618262205	0.00416016787221256	0.00366597842700059	0.00327213395939381	0.00163161407445881	0.00415321759986887	0.00410895807777962	0.00987041896531217	0.00708707178135496	0.00505916761979578	0.00423530450813766	0.00734515897508233	0.00821174313917016	0.00571819350074101	0.0097191351323308	chr1	15940220	15945220	ENSG00000116809	ZBTB17	0.0203890988557828	0.514135556045576
chr1	16080000	16085000	chr1	16355000	16360000	peak_1498	0.0023672321183569	0.00311289036036375	0.00289980033249883	0.003616144855495	0.00265829673697349	0.00244064126986476	0.0025867911181852	0.00232697354946399	0.00123583924057613	0.00111416191326774	0.00165515976385276	0.00213473875220109	0.00368152977477658	0.00397364302362502	0.0020602527430012	0.00158948666428963	0.00358862755068797	0.00305748535718463	0.00289861868578799	0.00351083137931269	chr1	16350075	16355075	ENSG00000055070	SZRD1	0.000357183057531759	0.71867009085091
chr1	16370000	16375000	chr1	16435000	16440000	peak_1514	0.00530501115087251	0.0088154683237595	0.00778953133120635	0.00740489353359539	0.00421334483071839	0.00242705892274594	0.00492640560400619	0.00652587281724968	0.00387059486293215	0.00523385386064177	0.0052119151795883	0.00380843861687565	0.00587871274459229	0.0108399964838108	0.00557133610495076	0.00695607135003698	0.00730085480353645	0.00600347299948179	0.00335001699711301	0.00634710004232525	chr1	16438224	16443224	ENSG00000157191	NECAP2	0.0166050796933575	0.528450899725778
chr1	17060000	17065000	chr1	17115000	17120000	peak_1568	0.0166247207921711	0.0134395121771503	0.0146708694952742	0.0145812227573332	0.00803258540317069	0.00930710852797934	0.0115428758471932	0.0115173545031443	0.0112983469338384	0.0165712140250256	0.00723210400793901	0.00835889543808367	0.0093930544436149	0.0120404268486498	0.0134578702541303	0.0165743195605331	0.0102401022627872	0.011457210040384	0.00609602206150822	0.00927560658658008	chr1	17116949	17121949	ENSG00000117115	PADI2	0.0104403698722832	0.558755151542628
chr1	17755000	17760000	chr1	17825000	17830000	peak_1682	0.00851564417384683	0.0114105776456805	0.00533314965135388	0.00523646347001242	0.00486334643125613	0.00757520214391359	0.0077124026655234	0.0070940618420384	0.00949660945642328	0.0112202229172326	0.00436038710652867	0.00454538536441583	0.00619919708362698	0.00164449630869725	0.00767803709395606	0.0072960718218728	0.00406944806658547	0.00374351655274685	0.00429479520308338	0.00694496462733384	chr1	17752833	17757833	ENSG00000117148	ACTL8	0.000215792398274575	0.736065994673977
chr1	19250000	19255000	chr1	19650000	19655000	peak_1840	0.00225605026413111	0.00434172963161472	0.00331228396557568	0.00579905833679983	0.00667020607077123	0.00517103013422725	0.00725130605104285	0.00774673527685206	0.00442651296294934	0.00419075494599631	0.00421463713481111	0.00481696253376992	0.00807748665105763	0.00582401285331557	0.00526673860802521	0.0056147492316552	0.00757196653775721	0.00901405397288142	0.00657718282789913	0.00861288440466138	chr1	19249022	19254022	ENSG00000127463	EMC1	0.00582012111742708	0.593346819349349
chr1	19390000	19395000	chr1	19480000	19485000	peak_1862	0.00821978853631292	0.00642549134055335	0.00986603102653483	0.00782215687768543	0.00669943566811035	0.00688730014845805	0.00607536939619666	0.00823381114456836	0.00627049651714379	0.00739920555344801	0.00906749952530182	0.0103385627510729	0.0128734795996945	0.0118940269460417	0.00617604816385606	0.00856713620622132	0.00739318340152616	0.0084431331871995	0.0039975480077761	0.00194300150070279	chr1	19483037	19488037	ENSG00000077549	CAPZB	0.0116927406803736	0.551604389988542
chr1	19920000	19925000	chr1	19975000	19980000	peak_1927	0.00871608640205555	0.00694150521861631	0.00661576202055364	0.00526264521039038	0.00789531333952055	0.00642515358447312	0.00604356506866817	0.00403719333594247	0.00517529415740283	0.00392245880376407	0.0261936894706939	0.0229016115983989	0.00621498082467564	0.0044310918449006	0.00618076311263999	0.00583402984004982	0.00269793426595802	0.00391456802951496	0.00546010516103939	0.00759482952855014	chr1	19921115	19926115	ENSG00000188784	PLA2G2E	0.000201264304643003	0.738372873773109
chr1	19920000	19925000	chr1	19975000	19980000	peak_1927	0.00871608640205555	0.00694150521861631	0.00661576202055364	0.00526264521039038	0.00789531333952055	0.00642515358447312	0.00604356506866817	0.00403719333594247	0.00517529415740283	0.00392245880376407	0.0261936894706939	0.0229016115983989	0.00621498082467564	0.0044310918449006	0.00618076311263999	0.00583402984004982	0.00269793426595802	0.00391456802951496	0.00546010516103939	0.00759482952855014	chr1	19977105	19982105	ENSG00000188257	PLA2G2A	2.61523422168624e-12	0.968461228940476
chr1	19975000	19980000	chr1	20485000	20490000	peak_1951	0.00190995497515331	0.000615897256616418	0.000554928163429828	0.00112878572950643	0.00157381755823154	0.00121235086441005	0.00196282466857215	0.00146083452388884	0.00140685877119872	0.00115522154175149	0.00381006305842725	0.00350067842782746		0.00215277834379629	0.0016375817269289	0.00218072755219351	0.000509659510244133		0.00305405246540226	0.00328025512714814	chr1	19977105	19982105	ENSG00000188257	PLA2G2A	0.00288162542115655	0.659915391296209
chr1	19975000	19980000	chr1	20485000	20490000	peak_1951	0.00190995497515331	0.000615897256616418	0.000554928163429828	0.00112878572950643	0.00157381755823154	0.00121235086441005	0.00196282466857215	0.00146083452388884	0.00140685877119872	0.00115522154175149	0.00381006305842725	0.00350067842782746		0.00215277834379629	0.0016375817269289	0.00218072755219351	0.000509659510244133		0.00305405246540226	0.00328025512714814	chr1	20483708	20488708	ENSG00000162545	CAMK2N1	0.000118389125638561	0.783873778655984
chr1	19980000	19985000	chr1	20480000	20485000	peak_1954		0.00138645620956927	0.00107615811833774	0.000326714889559874	0.0002684998099276	0.000652649000310194	0.00105198753984656	0.000533839311288769		0.00114725922010378	0.00191294995375461	0.00378609659658102		0.00177209354788677	0.000737492458957886	0.000864537017387695	0.00132847167298515		0.00154060534915141	0.00136133588371437	chr1	19977105	19982105	ENSG00000188257	PLA2G2A	0.00124061174676204	0.732847628752516
chr1	19980000	19985000	chr1	20480000	20485000	peak_1954		0.00138645620956927	0.00107615811833774	0.000326714889559874	0.0002684998099276	0.000652649000310194	0.00105198753984656	0.000533839311288769		0.00114725922010378	0.00191294995375461	0.00378609659658102		0.00177209354788677	0.000737492458957886	0.000864537017387695	0.00132847167298515		0.00154060534915141	0.00136133588371437	chr1	20483708	20488708	ENSG00000162545	CAMK2N1	7.41819389236881e-05	0.828217562738122
chr1	20735000	20740000	chr1	21190000	21195000	peak_2041	0.00139226910659698	0.00089527159684561	0.00140730767388306	0.00205290823822965	0.00151765068261295	0.00223489779998068	0.00187918741439785	0.00157940987852573	0.00142340797510063	0.00178788873625728	0.00239965841416186	0.00144576300545484	0.00261188967559303	0.00306643354624403	0.0018284696306819	0.00156085524809094	0.00114155746791768	0.00224356603103609	0.00228156823319175	0.00274209853107929	chr1	20730201	20735201	ENSG00000189410	SH2D5	0.0183333808823436	0.521620239215146
chr1	21070000	21075000	chr1	21170000	21175000	peak_2075	0.00594773579802542	0.0034331897567867	0.00403007092692743	0.00247824390855615	0.00533745966307602	0.00126028658064952	0.00728764274268374	0.00614956852903593	0.00349800150609919	0.00332759411555049	0.00237810607205074	0.00449323230834587	0.00582725052445275	0.00833123333018114	0.00437840532200196	0.00408013925171821	0.0057625530709726	0.00752947041596821	0.00204408037775774	0.0039347119910944	chr1	21174386	21179386	ENSG00000075151	EIF4G3	0.00216344922135638	0.644390535860557
chr1	22705000	22710000	chr1	22830000	22835000	peak_2302	0.00874201221029754	0.00485044653695407	0.00454845871003892	0.00428380059151111	0.00605893249517458	0.00641181591720273	0.00344620093825121	0.00439895499365256	0.00373094639408769	0.00364623704259056	0.00297466647130828	0.00399880508808476	0.00464188083515546	0.00869141344821185	0.00568531053663408	0.00422571037232264	0.00738969024204583	0.00668801132571219	0.00464294182569588	0.002419352517571	chr1	22708339	22713339	ENSG00000133216	EPHB2	0.00627429243178388	0.589101719979236
chr1	22710000	22715000	chr1	22750000	22755000	peak_2310	0.0202955426988336	0.0175536160966317	0.00803155547618536	0.00871729112860248	0.0124770380561325	0.00840258675026076	0.00605424663215022	0.00708253379089742	0.00936021327391595	0.0088329451927963	0.00671529010601174	0.00626444499477211	0.0152792812406491	0.0165152002479797	0.00797719885965182	0.00768355379521545	0.0128898249082456	0.01054203630836	0.00844768393100116	0.0118113027493515	chr1	22708339	22713339	ENSG00000133216	EPHB2	0.000175335772281237	0.742869785259658
chr1	23215000	23220000	chr1	23270000	23275000	peak_2357	0.0233076455839493	0.0166552591903757	0.0105765328313939	0.00860709476007564	0.0116037214800481	0.0104832967842133	0.0110859615401188	0.0110111938265876	0.0157322106081783	0.0171685297302629	0.0161436353765165	0.0151443647966577	0.00849993048739852	0.0119182202699272	0.0126252220472512	0.0152938142053231	0.0130018712532254	0.0151743484607951	0.0113362750734521	0.0099906242629261	chr1	23215000	23220000	ENSG00000179546	HTR1D	0.0105105543169657	0.558336501338309
chr1	23215000	23220000	chr1	23530000	23535000	peak_2358	0.00309882060966654	0.00255359999153197	0.000668864972970814	0.00103326188970573	0.00144193578347537	0.00246892225258553	0.00215013052612049	0.00159862120746235	0.00275191862423557	0.00136151714973493	0.000394988239626646	0.00197012157955444	0.000892080845039121	0.00108821980554483	0.00132528338877879	0.00115151904679993	0.0010388387959031		0.000882393957124936	0.00202188945025667	chr1	23215000	23220000	ENSG00000179546	HTR1D	0.00753758602543425	0.592314481040188
chr1	23420000	23425000	chr1	23530000	23535000	peak_2370	0.00271950784600249	0.00272688575639145	0.00218573050271976	0.00213149991362645	0.00235400134515045	0.00292010658532137	0.00344315500699747	0.00359064317785615	0.00608311919078781	0.00528991276128923	0.00877425873532392	0.0102468115432194	0.00167776741072328	0.00308153550840201	0.00376909963385498	0.00595111558617905	0.00244176172201698	0.00650621467806062	0.00183205479386445	0.00495174472688712	chr1	23422246	23427246	ENSG00000204219	TCEA3	1.57442017525225e-05	0.808925412945508
chr1	23425000	23430000	chr1	23530000	23535000	peak_2371	0.00265848328963531	0.00286004594576191	0.0010510339795062	0.00129036145425365	0.00263479848067134	0.00201810787482692	0.00279023321850219	0.00238178404690238	0.00351614226681913	0.00424615708138689	0.00459009794853069	0.00642496075828436	0.0019128338207031	0.00492079950261222	0.00358683920986885	0.00281622439274466	0.00162369465830008	0.00451687459179961	0.0036304438075066	0.00218696165286924	chr1	23422246	23427246	ENSG00000204219	TCEA3	0.000815065463601387	0.687211646352573
chr1	23765000	23770000	chr1	23915000	23920000	peak_2396	0.00563622590741938	0.00400331031895649	0.00804615031346992	0.00904647631963064	0.0072974005685168	0.00684096478965526	0.00478087377142335	0.00614079068989552	0.00523572106818212	0.00401631687418646	0.00339451969798085	0.00438444472334158	0.00301487918064192	0.00282703056011122	0.00830312701779896	0.006918927990064	0.00480206128806848	0.00678378957776	0.00404262912876553	0.00298486887151936	chr1	23910860	23915860	ENSG00000188822	CNR2	0.00859359253215726	0.570692559922648
chr1	23770000	23775000	chr1	23910000	23915000	peak_2398	0.0036480491809378	0.00623733018841813	0.0079500720545502	0.0119268851509934	0.00609026659739534	0.0092692971318022	0.00493958314482788	0.0064390972729978	0.00428528364484617	0.00608740462989004	0.00561795623925889	0.00726054520159596	0.00459435443655775	0.00349803810866867	0.0063847052935394	0.00484109320527705	0.00409673383418346	0.00529429382355949	0.00399425751544755	0.00336824983897872	chr1	23910860	23915860	ENSG00000188822	CNR2	0.000753689756038866	0.690369234847377
chr1	23770000	23775000	chr1	23915000	23920000	peak_2399	0.0107484120398207	0.00902969747273954	0.0184500611729636	0.0220666504341804	0.0174299100302805	0.0127084424854822	0.0115853583074409	0.0119165333163629	0.00859608130659928	0.00799373338799618	0.0125063840234195	0.0143740058316951	0.0121526446456392	0.00519673982145412	0.0110486527915301	0.0133054669978744	0.0124690794259673	0.0128924965469556	0.00784604672045835	0.00945682121813888	chr1	23910860	23915860	ENSG00000188822	CNR2	0.000281802414507051	0.727013065197038
