BIN1_CHR	BIN1_START	BIN1_END	BIN2_CHROMOSOME	BIN2_START	BIN2_END	FDR	DETECTION_SCALE
chrX	24150000	24155000	chrX	24190000	24195000	0.00734117242264018	2.11121265723663
chrX	24395000	24400000	chrX	24495000	24500000	0.00420901908273512	2.11121265723663
chrX	24835000	24840000	chrX	25015000	25020000	0.0234751187832998	2.11121265723663
chrX	25030000	25035000	chrX	25140000	25145000	0.00458394055010337	2.11121265723663
chrX	27555000	27560000	chrX	27615000	27620000	0.010987132196227	2.11121265723663
chrX	30270000	30275000	chrX	30495000	30500000	0.000351062923294343	2.11121265723663
chrX	30630000	30635000	chrX	30710000	30715000	0.0259877111233959	2.59920766833995
chrX	37920000	37925000	chrX	38170000	38175000	1.31596098906783e-06	2.11121265723663
chrX	38755000	38760000	chrX	39150000	39155000	0.000354641311591427	2.11121265723663
chrX	40010000	40015000	chrX	40095000	40100000	0.0789692943039566	2.11121265723663
chrX	40005000	40010000	chrX	40160000	40165000	0.033334460016508	2.59920766833995
chrX	40065000	40070000	chrX	40265000	40270000	0.0539896333059087	2.59920766833995
chrX	40095000	40100000	chrX	40155000	40160000	3.80327858096052e-08	2.59920766833995
chrX	41340000	41345000	chrX	41440000	41445000	0.0253660216977319	2.11121265723663
chrX	43560000	43565000	chrX	43750000	43755000	4.47290723570859e-07	2.59920766833995
chrX	43565000	43570000	chrX	43655000	43660000	0.0174507283614274	2.11121265723663
chrX	43655000	43660000	chrX	43700000	43705000	0.0407954847662704	2.11121265723663
chrX	43830000	43835000	chrX	43945000	43950000	0.00596416364390984	3.2
chrX	43835000	43840000	chrX	43900000	43905000	0.0577668638209871	2.11121265723663
chrX	46460000	46465000	chrX	46530000	46535000	0.0260859678224209	2.11121265723663
chrX	46755000	46760000	chrX	46795000	46800000	0.0303405478633336	2.11121265723663
chrX	46900000	46905000	chrX	47025000	47030000	0.00761120586190406	2.11121265723663
chrX	46905000	46910000	chrX	46975000	46980000	0.000758745570612085	2.11121265723663
chrX	46905000	46910000	chrX	47090000	47095000	0.00761120586190406	2.11121265723663
chrX	47030000	47035000	chrX	47090000	47095000	0.0174507283614274	2.59920766833995
chrX	47190000	47195000	chrX	47480000	47485000	0.0943537872992363	2.11121265723663
chrX	47195000	47200000	chrX	47520000	47525000	0.00629803505903004	2.11121265723663
chrX	47195000	47200000	chrX	47380000	47385000	0.0572682204363572	2.11121265723663
chrX	47565000	47570000	chrX	47645000	47650000	0.0231633524359414	2.59920766833995
chrX	48085000	48090000	chrX	48490000	48495000	0.00596416364390984	2.11121265723663
chrX	48470000	48475000	chrX	48510000	48515000	0.0943537872992363	2.11121265723663
chrX	48695000	48700000	chrX	48795000	48800000	0.0569320818419245	2.11121265723663
chrX	48965000	48970000	chrX	49110000	49115000	0.0412288917076204	2.59920766833995
chrX	49760000	49765000	chrX	49830000	49835000	8.11321625127093e-06	2.11121265723663
chrX	49920000	49925000	chrX	50085000	50090000	0.00744173264136816	2.59920766833995
chrX	50100000	50105000	chrX	50200000	50205000	2.15438285861014e-06	2.11121265723663
chrX	50690000	50695000	chrX	50905000	50910000	0.0023569581709864	2.59920766833995
chrX	50745000	50750000	chrX	50900000	50905000	2.23858108823194e-05	2.11121265723663
chrX	53315000	53320000	chrX	53440000	53445000	9.53110945127733e-06	2.11121265723663
chrX	53315000	53320000	chrX	53480000	53485000	0.0348334155041919	2.59920766833995
chrX	54040000	54045000	chrX	54100000	54105000	0.0954987705551629	2.11121265723663
chrX	54245000	54250000	chrX	54435000	54440000	0.0624994121381285	2.59920766833995
chrX	54640000	54645000	chrX	54780000	54785000	0.0666000302382609	2.11121265723663
chrX	54815000	54820000	chrX	55005000	55010000	0.0206665404824569	2.11121265723663
chrX	54925000	54930000	chrX	55000000	55005000	0.0844613095950392	2.11121265723663
chrX	56800000	56805000	chrX	56980000	56985000	0.0023569581709864	2.11121265723663
chrX	57590000	57595000	chrX	57640000	57645000	0.0624994121381285	2.11121265723663
chrX	73855000	73860000	chrX	74015000	74020000	0.00525771684850684	2.59920766833995
chrX	73855000	73860000	chrX	74130000	74135000	0.0107070387012746	2.11121265723663
chrX	77910000	77915000	chrX	78025000	78030000	0.020665359885846	2.11121265723663
chrX	68510000	68515000	chrX	68705000	68710000	0.000271621138790978	2.11121265723663
chrX	68630000	68635000	chrX	68685000	68690000	0.0248119238218758	2.11121265723663
chrX	68730000	68735000	chrX	68805000	68810000	2.02067026943142e-05	2.11121265723663
chrX	68820000	68825000	chrX	69220000	69225000	0.000111305401823913	2.59920766833995
chrX	68825000	68830000	chrX	69060000	69065000	4.79685112594145e-05	2.11121265723663
chrX	68825000	68830000	chrX	69280000	69285000	0.00291381104293363	2.59920766833995
chrX	69125000	69130000	chrX	69220000	69225000	0.0164682595318788	2.11121265723663
chrX	69490000	69495000	chrX	70095000	70100000	3.20519374292505e-05	2.11121265723663
chrX	69495000	69500000	chrX	70030000	70035000	0.000577031257502392	2.11121265723663
chrX	69500000	69505000	chrX	69620000	69625000	0.0770996536458238	2.11121265723663
chrX	69530000	69535000	chrX	70030000	70035000	0.00261255830222458	2.11121265723663
chrX	69540000	69545000	chrX	69615000	69620000	2.02067026943142e-05	2.11121265723663
chrX	70195000	70200000	chrX	70260000	70265000	0.0252218974359392	2.59920766833995
chrX	70445000	70450000	chrX	70660000	70665000	0.000192262111746722	2.59920766833995
chrX	70450000	70455000	chrX	70550000	70555000	0.00602994178935944	2.11121265723663
chrX	70995000	71000000	chrX	71175000	71180000	0.0284421882127079	2.11121265723663
chrX	71000000	71005000	chrX	71125000	71130000	0.0770996536458238	2.11121265723663
chrX	71575000	71580000	chrX	71650000	71655000	0.0188572380343652	2.11121265723663
chrX	72300000	72305000	chrX	72545000	72550000	0.00389055812332911	2.11121265723663
chrX	129605000	129610000	chrX	129725000	129730000	0.00151859480368413	2.11121265723663
chrX	129930000	129935000	chrX	129980000	129985000	0.068737374926605	2.11121265723663
chrX	100680000	100685000	chrX	100765000	100770000	8.3835602682214e-07	2.11121265723663
chrX	101345000	101350000	chrX	101390000	101395000	0.0340073188725943	2.11121265723663
chrX	102945000	102950000	chrX	103165000	103170000	1.5641678136058e-05	3.2
chrX	103340000	103345000	chrX	103465000	103470000	0.00672574237034497	2.11121265723663
chrX	103690000	103695000	chrX	103810000	103815000	0.00026848816778761	2.59920766833995
chrX	103715000	103720000	chrX	103815000	103820000	0.0832479062795199	2.11121265723663
chrX	115330000	115335000	chrX	115645000	115650000	0.0267703721947419	2.11121265723663
chrX	115335000	115340000	chrX	115560000	115565000	0.0278313531757561	2.11121265723663
chrX	118115000	118120000	chrX	118180000	118185000	0.0769299469419762	2.11121265723663
chrX	118605000	118610000	chrX	118805000	118810000	0.00450134143302192	2.11121265723663
chrX	118635000	118640000	chrX	118810000	118815000	5.37115892438322e-05	2.11121265723663
chrX	118645000	118650000	chrX	118765000	118770000	0.0297999393614935	2.59920766833995
chrX	118840000	118845000	chrX	118975000	118980000	0.0241321031193363	2.11121265723663
chrX	118845000	118850000	chrX	119005000	119010000	0.0278313531757561	2.11121265723663
chrX	118845000	118850000	chrX	119065000	119070000	8.34265717427248e-05	2.11121265723663
chrX	119000000	119005000	chrX	119065000	119070000	0.00209448464544892	2.11121265723663
chrX	120245000	120250000	chrX	120300000	120305000	9.11831580361344e-05	2.11121265723663
chrX	120500000	120505000	chrX	120665000	120670000	0.0058180858042606	2.59920766833995
chrX	120555000	120560000	chrX	120605000	120610000	0.03269586706576	2.11121265723663
chrX	106895000	106900000	chrX	106955000	106960000	3.74219643939355e-07	2.11121265723663
chrX	107660000	107665000	chrX	107775000	107780000	6.65106846784447e-05	2.11121265723663
chrX	108020000	108025000	chrX	108070000	108075000	0.000739378852707493	2.11121265723663
chrX	108220000	108225000	chrX	108535000	108540000	0.00256348334125169	2.59920766833995
chrX	108225000	108230000	chrX	108300000	108305000	5.40617875355309e-07	2.11121265723663
chrX	109485000	109490000	chrX	109625000	109630000	0.0155875157185413	3.2
chrX	109715000	109720000	chrX	109885000	109890000	2.44595541623482e-05	2.11121265723663
chrX	109730000	109735000	chrX	109825000	109830000	0.000568666053849265	2.11121265723663
chrX	109910000	109915000	chrX	110130000	110135000	0.0155875157185413	2.59920766833995
chrX	110160000	110165000	chrX	110410000	110415000	1.0263520966447e-07	2.11121265723663
chrX	129920000	129925000	chrX	130025000	130030000	0.000995207423981004	2.11121265723663
chrX	129925000	129930000	chrX	130060000	130065000	0.000348195070949948	2.11121265723663
chrX	130075000	130080000	chrX	130190000	130195000	0.00383283103903935	2.11121265723663
chrX	130540000	130545000	chrX	130910000	130915000	0.000348195070949948	2.11121265723663
chrX	131060000	131065000	chrX	131630000	131635000	0.00249017003869968	2.59920766833995
chrX	132225000	132230000	chrX	132625000	132630000	0.00135726431171955	3.2
chrX	132400000	132405000	chrX	132610000	132615000	0.00476033821148304	2.11121265723663
chrX	132485000	132490000	chrX	132600000	132605000	2.27153383686174e-06	3.2
chrX	133980000	133985000	chrX	134020000	134025000	4.46821218469395e-07	2.11121265723663
chrX	134485000	134490000	chrX	134775000	134780000	0.00212880386830598	2.11121265723663
chrX	134795000	134800000	chrX	134910000	134915000	0.0861787441700764	2.59920766833995
chrX	136955000	136960000	chrX	137050000	137055000	1.46244385875516e-05	2.11121265723663
chrX	150215000	150220000	chrX	150340000	150345000	0.00270039661595689	2.59920766833995
chrX	150545000	150550000	chrX	150585000	150590000	0.0151915221336049	2.11121265723663
chrX	150770000	150775000	chrX	151000000	151005000	0.00409759281241622	2.11121265723663
chrX	150770000	150775000	chrX	151080000	151085000	9.53036213968694e-06	2.11121265723663
chrX	140070000	140075000	chrX	140135000	140140000	0.0106450025859359	2.11121265723663
chrX	151505000	151510000	chrX	151680000	151685000	0.00131332765183192	2.11121265723663
chrX	151750000	151755000	chrX	152630000	152635000	0.00942359762146729	2.11121265723663
chrX	152640000	152645000	chrX	152815000	152820000	0.0810540763511496	2.11121265723663
chrX	153545000	153550000	chrX	153665000	153670000	4.04946641869852e-05	2.11121265723663
chrX	153605000	153610000	chrX	153655000	153660000	0.0121556539272837	2.59920766833995
chrX	154405000	154410000	chrX	154530000	154535000	0.0376552520870154	2.59920766833995
chrX	154980000	154985000	chrX	155050000	155055000	0.00310656022826765	2.11121265723663
chr1	910000	915000	chr1	1290000	1295000	0.00495904577270851	2.11121265723663
chr1	960000	965000	chr1	1295000	1300000	0.00310816871536929	2.59920766833995
chr1	975000	980000	chr1	1065000	1070000	0.00797236029784598	2.59920766833995
chr1	1000000	1005000	chr1	1430000	1435000	0.0900619199110413	2.59920766833995
chr1	1075000	1080000	chr1	1290000	1295000	0.031148019489641	2.59920766833995
chr1	1120000	1125000	chr1	1240000	1245000	7.53395058765038e-05	2.11121265723663
chr1	1120000	1125000	chr1	1290000	1295000	0.000945735343214459	2.11121265723663
chr1	1335000	1340000	chr1	1495000	1500000	0.0307343223045029	3.2
chr1	1475000	1480000	chr1	1515000	1520000	0.0287367180519103	2.11121265723663
chr1	1530000	1535000	chr1	1625000	1630000	0.0129503884808554	2.59920766833995
chr1	1640000	1645000	chr1	1710000	1715000	3.24483018928926e-06	2.11121265723663
chr1	1660000	1665000	chr1	1730000	1735000	0.00325730109188583	2.11121265723663
chr1	1690000	1695000	chr1	1745000	1750000	1.7504923531253e-06	2.11121265723663
chr1	1770000	1775000	chr1	1900000	1905000	0.0179844060366989	4.22242531447326
chr1	1915000	1920000	chr1	2045000	2050000	0.00314983608349295	2.59920766833995
chr1	2195000	2200000	chr1	2315000	2320000	0.0217968326812926	2.11121265723663
chr1	2195000	2200000	chr1	2380000	2385000	7.50765186130486e-08	2.11121265723663
chr1	2235000	2240000	chr1	2385000	2390000	0.0167153513676941	2.59920766833995
chr1	2430000	2435000	chr1	3425000	3430000	0.0348836078461524	2.59920766833995
chr1	2430000	2435000	chr1	3710000	3715000	0.069480323943287	2.59920766833995
chr1	2820000	2825000	chr1	3425000	3430000	0.00166859223600268	2.11121265723663
chr1	2875000	2880000	chr1	3420000	3425000	0.00294159074726422	2.11121265723663
chr1	2910000	2915000	chr1	3425000	3430000	0.0182653234314081	2.59920766833995
chr1	2940000	2945000	chr1	3420000	3425000	0.0953375419234185	2.11121265723663
chr1	3010000	3015000	chr1	3280000	3285000	0.0182653234314081	2.11121265723663
chr1	3010000	3015000	chr1	3420000	3425000	2.18928819633405e-05	2.59920766833995
chr1	3065000	3070000	chr1	3280000	3285000	0.0002064163000947	2.11121265723663
chr1	3065000	3070000	chr1	3315000	3320000	0.000560737943221715	2.11121265723663
chr1	3065000	3070000	chr1	3355000	3360000	0.0160594491000097	2.11121265723663
chr1	3065000	3070000	chr1	3415000	3420000	0.000158035347958737	2.59920766833995
chr1	3125000	3130000	chr1	3280000	3285000	0.0270805578333137	3.67583473599051
chr1	3285000	3290000	chr1	3415000	3420000	0.0344552530232288	2.59920766833995
chr1	3450000	3455000	chr1	3615000	3620000	0.0258776930337172	2.59920766833995
chr1	3490000	3495000	chr1	3615000	3620000	6.64200629163744e-05	2.11121265723663
chr1	3500000	3505000	chr1	3715000	3720000	0.0701908678060483	2.59920766833995
chr1	3565000	3570000	chr1	3615000	3620000	0.000559779289101786	2.11121265723663
chr1	3780000	3785000	chr1	3895000	3900000	0.0182653234314081	2.11121265723663
chr1	3855000	3860000	chr1	3895000	3900000	0.0558510919943527	2.11121265723663
chr1	3910000	3915000	chr1	4055000	4060000	0.0448852112838788	2.11121265723663
chr1	3915000	3920000	chr1	4595000	4600000	0.0645746308469585	2.11121265723663
chr1	4170000	4175000	chr1	4475000	4480000	0.0690073119029144	2.11121265723663
chr1	4170000	4175000	chr1	4590000	4595000	0.00791458627544405	2.11121265723663
chr1	4655000	4660000	chr1	4825000	4830000	0.00112630654842428	2.11121265723663
chr1	5505000	5510000	chr1	5620000	5625000	3.73361649245762e-05	2.11121265723663
chr1	5505000	5510000	chr1	5745000	5750000	4.13353120744573e-06	2.11121265723663
chr1	5635000	5640000	chr1	5745000	5750000	0.0355854934806728	2.59920766833995
chr1	5915000	5920000	chr1	5970000	5975000	0.0457304606393711	2.11121265723663
chr1	6045000	6050000	chr1	6170000	6175000	0.000295322166320314	2.59920766833995
chr1	6045000	6050000	chr1	6240000	6245000	0.00425896204910099	2.11121265723663
chr1	6100000	6105000	chr1	6170000	6175000	0.00898571236419604	2.59920766833995
chr1	6245000	6250000	chr1	6340000	6345000	4.05994834011085e-06	2.11121265723663
chr1	6245000	6250000	chr1	6400000	6405000	0.00239008803163848	2.59920766833995
chr1	6245000	6250000	chr1	6435000	6440000	0.00106326330621164	2.11121265723663
chr1	6350000	6355000	chr1	6400000	6405000	0.000258327189963154	2.11121265723663
chr1	6350000	6355000	chr1	6435000	6440000	0.037650205891767	2.11121265723663
chr1	6485000	6490000	chr1	6635000	6640000	0.00895417110451855	2.59920766833995
chr1	6550000	6555000	chr1	6630000	6635000	0.0558510919943527	2.59920766833995
chr1	6590000	6595000	chr1	6630000	6635000	0.0107320585089661	2.11121265723663
chr1	6715000	6720000	chr1	7070000	7075000	8.40338666328209e-05	2.11121265723663
chr1	6720000	6725000	chr1	7210000	7215000	0.000142060593640935	2.59920766833995
chr1	6725000	6730000	chr1	6885000	6890000	0.00284551952199845	2.59920766833995
chr1	6790000	6795000	chr1	6890000	6895000	0.00257813979462652	2.11121265723663
chr1	7040000	7045000	chr1	7210000	7215000	0.000180268476815637	2.11121265723663
chr1	7040000	7045000	chr1	7645000	7650000	0.0221791449367539	2.11121265723663
chr1	7225000	7230000	chr1	7645000	7650000	0.036419763393569	2.59920766833995
chr1	7450000	7455000	chr1	7645000	7650000	0.031148019489641	2.11121265723663
chr1	7660000	7665000	chr1	7855000	7860000	0.0448852112838788	2.11121265723663
chr1	7665000	7670000	chr1	7900000	7905000	5.99019072695939e-05	2.11121265723663
chr1	7665000	7670000	chr1	7750000	7755000	1.34879882548614e-06	2.11121265723663
chr1	7760000	7765000	chr1	7900000	7905000	0.0817696469206896	2.11121265723663
chr1	7805000	7810000	chr1	7900000	7905000	0.0757742560481938	2.11121265723663
chr1	7975000	7980000	chr1	8350000	8355000	9.87158118211558e-08	2.59920766833995
chr1	7980000	7985000	chr1	8315000	8320000	6.64200629163744e-05	2.11121265723663
chr1	8015000	8020000	chr1	8310000	8315000	1.34879882548614e-06	2.11121265723663
chr1	8020000	8025000	chr1	8235000	8240000	0.000559779289101786	2.59920766833995
chr1	8025000	8030000	chr1	8120000	8125000	0.0288985824640276	2.11121265723663
chr1	8025000	8030000	chr1	8155000	8160000	0.0139487071604896	2.59920766833995
chr1	8025000	8030000	chr1	8200000	8205000	0.0182653234314081	2.11121265723663
chr1	8420000	8425000	chr1	8705000	8710000	0.0179844060366989	2.11121265723663
chr1	8420000	8425000	chr1	8845000	8850000	0.0468025412137971	2.59920766833995
chr1	8555000	8560000	chr1	8720000	8725000	0.00109052236470882	2.59920766833995
chr1	8560000	8565000	chr1	8670000	8675000	0.0121571841119328	2.11121265723663
chr1	8870000	8875000	chr1	8995000	9000000	0.0371932796770648	2.59920766833995
chr1	8920000	8925000	chr1	9005000	9010000	0.0258776930337172	2.11121265723663
chr1	8920000	8925000	chr1	9095000	9100000	0.0628410259388318	2.59920766833995
chr1	8935000	8940000	chr1	9470000	9475000	0.0523757777470104	2.59920766833995
chr1	9010000	9015000	chr1	9100000	9105000	0.0186823772472838	2.11121265723663
chr1	9035000	9040000	chr1	9470000	9475000	0.085937066398709	2.59920766833995
chr1	9110000	9115000	chr1	9190000	9195000	0.0645746308469585	2.11121265723663
chr1	9110000	9115000	chr1	9240000	9245000	0.0763044155483875	3.2
chr1	9140000	9145000	chr1	9195000	9200000	0.0348836078461524	2.11121265723663
chr1	9275000	9280000	chr1	9475000	9480000	1.20585765863078e-05	5.19841533667991
chr1	9285000	9290000	chr1	9455000	9460000	0.000534538642665763	2.11121265723663
chr1	9270000	9275000	chr1	9580000	9585000	0.0194511657225275	3.67583473599051
chr1	9285000	9290000	chr1	9530000	9535000	0.0578297571999027	2.59920766833995
chr1	9315000	9320000	chr1	9605000	9610000	0.0721145603592331	2.11121265723663
chr1	9495000	9500000	chr1	9535000	9540000	0.0690073119029144	2.11121265723663
chr1	9495000	9500000	chr1	9570000	9575000	0.000388810379047477	2.11121265723663
chr1	9625000	9630000	chr1	9720000	9725000	0.0999520991292218	2.11121265723663
chr1	9625000	9630000	chr1	9865000	9870000	0.0631716138147509	2.11121265723663
chr1	9725000	9730000	chr1	9865000	9870000	0.00325730109188583	2.11121265723663
chr1	9780000	9785000	chr1	9865000	9870000	5.75535624228623e-05	2.11121265723663
chr1	9875000	9880000	chr1	9940000	9945000	6.27062555134487e-05	2.11121265723663
chr1	9730000	9735000	chr1	10420000	10425000	0.00182761433147849	2.11121265723663
chr1	9875000	9880000	chr1	10340000	10345000	0.0284674011166779	2.59920766833995
chr1	9875000	9880000	chr1	10425000	10430000	0.0326573506450464	2.59920766833995
chr1	9945000	9950000	chr1	10425000	10430000	0.0963357979250398	2.11121265723663
chr1	9950000	9955000	chr1	10030000	10035000	0.0644149333077377	2.59920766833995
chr1	10375000	10380000	chr1	10420000	10425000	0.00022368817690441	2.11121265723663
chr1	10430000	10435000	chr1	10490000	10495000	0.000335530927981212	2.11121265723663
chr1	10510000	10515000	chr1	10685000	10690000	0.0170793395854823	2.11121265723663
chr1	10510000	10515000	chr1	10790000	10795000	0.00202611082178139	2.11121265723663
chr1	10510000	10515000	chr1	10865000	10870000	5.53340126348278e-06	2.11121265723663
chr1	10510000	10515000	chr1	10905000	10910000	0.0125501471474299	2.11121265723663
chr1	10510000	10515000	chr1	10940000	10945000	0.000168831588178688	2.11121265723663
chr1	10510000	10515000	chr1	11015000	11020000	0.021080915562024	2.11121265723663
chr1	10515000	10520000	chr1	10630000	10635000	0.0189951795941762	2.59920766833995
chr1	10640000	10645000	chr1	10860000	10865000	0.0896034121154656	2.11121265723663
chr1	10680000	10685000	chr1	10795000	10800000	0.000336589600716214	2.11121265723663
chr1	10690000	10695000	chr1	10865000	10870000	0.0272476474082744	2.11121265723663
chr1	10695000	10700000	chr1	10905000	10910000	0.0875908772336686	2.11121265723663
chr1	11020000	11025000	chr1	11095000	11100000	0.062881976372574	2.11121265723663
chr1	11045000	11050000	chr1	11645000	11650000	0.00022368817690441	2.59920766833995
chr1	11045000	11050000	chr1	11730000	11735000	0.0722633044843488	2.59920766833995
chr1	11235000	11240000	chr1	11640000	11645000	0.000270025269934719	2.11121265723663
chr1	11330000	11335000	chr1	11635000	11640000	0.000310331658809986	2.59920766833995
chr1	11435000	11440000	chr1	11620000	11625000	0.0942032235942367	3.2
chr1	11475000	11480000	chr1	11635000	11640000	0.00677691017439734	2.11121265723663
chr1	11655000	11660000	chr1	11715000	11720000	0.0116554271926152	2.11121265723663
chr1	11835000	11840000	chr1	11965000	11970000	0.044564275677389	3.2
chr1	11840000	11845000	chr1	11895000	11900000	2.05783969356443e-05	2.59920766833995
chr1	11915000	11920000	chr1	11965000	11970000	0.0028477549458956	2.11121265723663
chr1	12120000	12125000	chr1	12205000	12210000	1.85701512500636e-09	2.11121265723663
chr1	12270000	12275000	chr1	12660000	12665000	0.000280514641932128	2.11121265723663
chr1	12315000	12320000	chr1	12645000	12650000	0.024982407018583	3.67583473599051
chr1	12310000	12315000	chr1	12625000	12630000	0.00539037319875464	2.11121265723663
chr1	12315000	12320000	chr1	12500000	12505000	0.0963357979250398	2.59920766833995
chr1	12315000	12320000	chr1	12585000	12590000	0.00867452521470062	2.11121265723663
chr1	12400000	12405000	chr1	12525000	12530000	0.0185286373077617	2.11121265723663
chr1	13355000	13360000	chr1	13420000	13425000	0.0013007610296842	2.11121265723663
chr1	13665000	13670000	chr1	13960000	13965000	0.0963357979250398	2.59920766833995
chr1	13830000	13835000	chr1	13955000	13960000	0.0108660592793253	2.11121265723663
chr1	14090000	14095000	chr1	14420000	14425000	0.0462877766648804	2.11121265723663
chr1	14225000	14230000	chr1	14310000	14315000	0.0896034121154656	2.11121265723663
chr1	14565000	14570000	chr1	15040000	15045000	0.0619934350604764	2.59920766833995
chr1	14775000	14780000	chr1	15040000	15045000	8.49934214732784e-05	2.11121265723663
chr1	14775000	14780000	chr1	15100000	15105000	0.0331430919067817	2.11121265723663
chr1	14825000	14830000	chr1	15035000	15040000	0.0185286373077617	3.67583473599051
chr1	14915000	14920000	chr1	15030000	15035000	0.0135636668062044	2.59920766833995
chr1	15065000	15070000	chr1	15300000	15305000	0.0157851157292757	2.11121265723663
chr1	15115000	15120000	chr1	15300000	15305000	0.00011762326864213	2.59920766833995
chr1	15120000	15125000	chr1	15205000	15210000	0.0989005768042945	2.11121265723663
chr1	15120000	15125000	chr1	15270000	15275000	0.00175743644395468	2.11121265723663
chr1	15150000	15155000	chr1	15195000	15200000	0.0470024086845725	2.59920766833995
chr1	15205000	15210000	chr1	15305000	15310000	0.0360730148744156	2.11121265723663
chr1	15325000	15330000	chr1	15425000	15430000	8.88335898055173e-06	2.59920766833995
chr1	15325000	15330000	chr1	15500000	15505000	0.00469635923673596	2.59920766833995
chr1	15585000	15590000	chr1	15740000	15745000	0.0942032235942367	2.59920766833995
chr1	15795000	15800000	chr1	15995000	16000000	0.0907888896742451	3.67583473599051
chr1	15800000	15805000	chr1	15935000	15940000	0.0454080269009913	2.59920766833995
chr1	16010000	16015000	chr1	16055000	16060000	0.00458098561828959	2.59920766833995
chr1	16075000	16080000	chr1	16190000	16195000	1.49740076364025e-05	2.11121265723663
chr1	16075000	16080000	chr1	16240000	16245000	6.26758058249799e-05	2.11121265723663
chr1	16080000	16085000	chr1	16150000	16155000	0.0413266747236295	2.11121265723663
chr1	16115000	16120000	chr1	16185000	16190000	0.0692305655886413	2.11121265723663
chr1	16200000	16205000	chr1	16240000	16245000	0.0357678382968046	2.11121265723663
chr1	16480000	16485000	chr1	16630000	16635000	0.0547623306704971	2.11121265723663
chr1	16505000	16510000	chr1	16710000	16715000	0.0537955179129233	2.11121265723663
chr1	16620000	16625000	chr1	16945000	16950000	0.0116554271926152	2.11121265723663
chr1	16960000	16965000	chr1	17040000	17045000	0.00752362874490702	2.11121265723663
chr1	17060000	17065000	chr1	17235000	17240000	0.0254415993903534	2.11121265723663
chr1	17060000	17065000	chr1	17275000	17280000	0.0399031299605603	2.11121265723663
chr1	17060000	17065000	chr1	17335000	17340000	0.0544371341660425	2.11121265723663
chr1	17120000	17125000	chr1	17235000	17240000	0.00458098561828959	2.59920766833995
chr1	17125000	17130000	chr1	17275000	17280000	0.0248411035811225	2.11121265723663
chr1	17125000	17130000	chr1	17335000	17340000	0.00022368817690441	2.11121265723663
chr1	17420000	17425000	chr1	17480000	17485000	0.0343095513859609	2.11121265723663
