BIN1_CHR	BIN1_START	BIN1_END	BIN2_CHROMOSOME	BIN2_START	BIN2_END	FDR	DETECTION_SCALE
chrX	19740000	19745000	chrX	19880000	19885000	0.000224328827463134	2.11121265723663
chrX	19900000	19905000	chrX	19990000	19995000	0.0033852808979475	2.11121265723663
chrX	19905000	19910000	chrX	20065000	20070000	1.31191377761297e-06	2.11121265723663
chrX	19905000	19910000	chrX	20125000	20130000	0.00102111103929378	2.11121265723663
chrX	19990000	19995000	chrX	20060000	20065000	0.0245676471630532	2.11121265723663
chrX	20220000	20225000	chrX	20445000	20450000	0.0713053739237324	2.11121265723663
chrX	20255000	20260000	chrX	20440000	20445000	6.87450096847897e-09	2.11121265723663
chrX	20315000	20320000	chrX	20435000	20440000	0.0752621104344087	2.59920766833995
chrX	21840000	21845000	chrX	21940000	21945000	0.055574361792418	2.59920766833995
chrX	21990000	21995000	chrX	22060000	22065000	0.018038538267327	2.11121265723663
chrX	21985000	21990000	chrX	22125000	22130000	0.0182596460735846	2.11121265723663
chrX	21985000	21990000	chrX	22190000	22195000	0.000416655318690573	2.59920766833995
chrX	23405000	23410000	chrX	23550000	23555000	0.024261475570555	2.11121265723663
chrX	23690000	23695000	chrX	23900000	23905000	6.87450096847897e-09	2.11121265723663
chrX	23765000	23770000	chrX	23900000	23905000	0.000344445205193722	3.67583473599051
chrX	23905000	23910000	chrX	24055000	24060000	0.0125486975780258	2.11121265723663
chrX	24075000	24080000	chrX	24240000	24245000	0.0232256770815621	3.67583473599051
chrX	24155000	24160000	chrX	24240000	24245000	0.0119076467975357	2.11121265723663
chrX	24260000	24265000	chrX	24370000	24375000	0.0227517293466251	2.59920766833995
chrX	24260000	24265000	chrX	24500000	24505000	0.0891877989809328	2.11121265723663
chrX	24380000	24385000	chrX	24560000	24565000	0.000313400622205377	3.2
chrX	24390000	24395000	chrX	24640000	24645000	0.0852966834135632	2.11121265723663
chrX	24395000	24400000	chrX	24495000	24500000	4.78362949252187e-07	2.11121265723663
chrX	24835000	24840000	chrX	25020000	25025000	0.0406268205315963	2.11121265723663
chrX	24835000	24840000	chrX	25140000	25145000	8.63666816013182e-06	2.11121265723663
chrX	25015000	25020000	chrX	25145000	25150000	0.0221674193005299	2.59920766833995
chrX	65585000	65590000	chrX	65870000	65875000	0.0901589894412004	3.2
chrX	65590000	65595000	chrX	65730000	65735000	0.000518863488019466	3.2
chrX	65595000	65600000	chrX	65665000	65670000	0.0693092935809657	2.59920766833995
chrX	65745000	65750000	chrX	65980000	65985000	0.000760216880609417	2.11121265723663
chrX	65750000	65755000	chrX	65865000	65870000	0.0146965637042654	2.59920766833995
chrX	49915000	49920000	chrX	50200000	50205000	0.00472708010885342	2.11121265723663
chrX	50095000	50100000	chrX	50200000	50205000	0.0444182205912416	2.11121265723663
chrX	50690000	50695000	chrX	50900000	50905000	0.0365625850646611	2.11121265723663
chrX	50690000	50695000	chrX	50940000	50945000	0.072249253588097	2.11121265723663
chrX	50745000	50750000	chrX	50985000	50990000	0.0920172560045613	2.11121265723663
chrX	51030000	51035000	chrX	51160000	51165000	0.0219147670239636	2.11121265723663
chrX	51335000	51340000	chrX	51455000	51460000	0.0662377140509025	2.11121265723663
chrX	51610000	51615000	chrX	52250000	52255000	0.0232975792892615	2.11121265723663
chrX	53315000	53320000	chrX	53440000	53445000	7.58818354512636e-07	2.11121265723663
chrX	53315000	53320000	chrX	53480000	53485000	0.000637186802177637	2.11121265723663
chrX	53315000	53320000	chrX	53530000	53535000	0.0942505548755314	2.59920766833995
chrX	53570000	53575000	chrX	53630000	53635000	0.0818214660438342	3.67583473599051
chrX	53680000	53685000	chrX	53830000	53835000	0.0003968570985463	2.11121265723663
chrX	53725000	53730000	chrX	53825000	53830000	0.0612440995294071	2.59920766833995
chrX	54640000	54645000	chrX	54790000	54795000	0.00966217205762465	2.11121265723663
chrX	55720000	55725000	chrX	55865000	55870000	0.0875050660020788	2.11121265723663
chrX	55720000	55725000	chrX	55910000	55915000	0.000637186802177637	2.11121265723663
chrX	55755000	55760000	chrX	55865000	55870000	0.0918362384680484	2.59920766833995
chrX	56245000	56250000	chrX	56730000	56735000	0.0126176936508047	2.11121265723663
chrX	56280000	56285000	chrX	56730000	56735000	7.26514031307302e-05	2.11121265723663
chrX	56565000	56570000	chrX	56725000	56730000	0.0186564593948548	2.11121265723663
chrX	56800000	56805000	chrX	56980000	56985000	1.47174759601576e-08	2.59920766833995
chrX	56990000	56995000	chrX	57120000	57125000	0.0204610116104386	2.11121265723663
chrX	57585000	57590000	chrX	57910000	57915000	3.95088545536715e-05	2.11121265723663
chrX	57820000	57825000	chrX	57920000	57925000	0.000637186802177637	2.11121265723663
chrX	37505000	37510000	chrX	37820000	37825000	0.00385829590670945	2.11121265723663
chrX	37745000	37750000	chrX	37820000	37825000	1.449768305406e-09	2.11121265723663
chrX	37835000	37840000	chrX	38170000	38175000	0.0819210055508351	2.11121265723663
chrX	37920000	37925000	chrX	38170000	38175000	1.11939737479361e-07	2.11121265723663
chrX	38000000	38005000	chrX	38165000	38170000	0.00479752866478971	2.11121265723663
chrX	38190000	38195000	chrX	38325000	38330000	0.0228968081958449	2.11121265723663
chrX	38260000	38265000	chrX	38325000	38330000	0.0310459120483036	2.11121265723663
chrX	38750000	38755000	chrX	39245000	39250000	0.00219520660188732	2.59920766833995
chrX	38760000	38765000	chrX	39145000	39150000	0.000180839607548095	3.2
chrX	38765000	38770000	chrX	38980000	38985000	4.69224565531334e-05	2.59920766833995
chrX	38800000	38805000	chrX	38980000	38985000	0.0177402751027365	2.11121265723663
chrX	39155000	39160000	chrX	39240000	39245000	0.00304142644516346	2.11121265723663
chrX	39260000	39265000	chrX	39430000	39435000	0.0287619422969014	2.11121265723663
chrX	39650000	39655000	chrX	40465000	40470000	0.0456681044827371	2.59920766833995
chrX	39725000	39730000	chrX	40075000	40080000	0.0813477099517478	3.67583473599051
chrX	39815000	39820000	chrX	40065000	40070000	0.010089394956194	2.11121265723663
chrX	39815000	39820000	chrX	40005000	40010000	0.0667302666770163	2.11121265723663
chrX	39815000	39820000	chrX	40165000	40170000	0.00151992408127961	2.11121265723663
chrX	39860000	39865000	chrX	40095000	40100000	0.000357792403037832	2.11121265723663
chrX	39860000	39865000	chrX	40165000	40170000	0.0758038760483284	3.2
chrX	40005000	40010000	chrX	40160000	40165000	0.00594369938340608	2.59920766833995
chrX	40010000	40015000	chrX	40095000	40100000	0.00981657936125667	2.11121265723663
chrX	40095000	40100000	chrX	40160000	40165000	6.2672621268689e-06	2.59920766833995
chrX	40095000	40100000	chrX	40265000	40270000	0.076891259045882	2.11121265723663
chrX	40155000	40160000	chrX	40470000	40475000	0.0402401763561297	2.11121265723663
chrX	40170000	40175000	chrX	40260000	40265000	0.010089394956194	2.59920766833995
chrX	40305000	40310000	chrX	40465000	40470000	0.0222254847038648	2.11121265723663
chrX	40310000	40315000	chrX	40405000	40410000	0.0509548932522788	2.11121265723663
chrX	40540000	40545000	chrX	40640000	40645000	0.000810173788695061	2.11121265723663
chrX	40540000	40545000	chrX	40790000	40795000	0.0550309697281227	2.11121265723663
chrX	40580000	40585000	chrX	40635000	40640000	0.0326070920035566	2.11121265723663
chrX	40645000	40650000	chrX	41105000	41110000	0.00734508539824549	3.67583473599051
chrX	40650000	40655000	chrX	41085000	41090000	0.00385829590670945	2.11121265723663
chrX	40655000	40660000	chrX	40790000	40795000	4.94090231928368e-06	2.11121265723663
chrX	40655000	40660000	chrX	41130000	41135000	0.00981657936125667	6.4
chrX	40735000	40740000	chrX	41115000	41120000	0.000234065672645656	2.11121265723663
chrX	40800000	40805000	chrX	41110000	41115000	0.082931602395208	3.2
chrX	40875000	40880000	chrX	41115000	41120000	5.17043876382608e-05	2.11121265723663
chrX	41180000	41185000	chrX	41250000	41255000	4.69224565531334e-05	2.11121265723663
chrX	41335000	41340000	chrX	41440000	41445000	0.016331072889488	2.11121265723663
chrX	41555000	41560000	chrX	41760000	41765000	1.07574527114756e-05	2.11121265723663
chrX	41795000	41800000	chrX	41920000	41925000	0.00178167543111243	2.11121265723663
chrX	43350000	43355000	chrX	43555000	43560000	6.69511047860113e-05	2.11121265723663
chrX	43560000	43565000	chrX	43745000	43750000	5.0849746017397e-06	2.11121265723663
chrX	43955000	43960000	chrX	44240000	44245000	0.000156552808055976	2.11121265723663
chrX	44825000	44830000	chrX	45065000	45070000	0.0254400219603554	2.11121265723663
chrX	44870000	44875000	chrX	45070000	45075000	4.33639052073905e-06	2.11121265723663
chrX	44875000	44880000	chrX	45015000	45020000	0.0411134736272515	2.59920766833995
chrX	44905000	44910000	chrX	44995000	45000000	0.0908749774978436	2.11121265723663
chrX	44905000	44910000	chrX	45065000	45070000	0.00977135422655891	2.11121265723663
chrX	44960000	44965000	chrX	45065000	45070000	0.0426596652728067	2.11121265723663
chrX	45515000	45520000	chrX	45745000	45750000	0.00480984368841951	2.11121265723663
chrX	45515000	45520000	chrX	45845000	45850000	0.00430071930079685	2.59920766833995
chrX	45795000	45800000	chrX	46385000	46390000	0.0299189034746058	3.2
chrX	45800000	45805000	chrX	46405000	46410000	0.0268496862597404	2.11121265723663
chrX	45860000	45865000	chrX	46370000	46375000	0.0469251146576053	3.2
chrX	46460000	46465000	chrX	46530000	46535000	0.0157772420661015	2.11121265723663
chrX	46560000	46565000	chrX	46635000	46640000	1.88699456189187e-05	2.59920766833995
chrX	46555000	46560000	chrX	46795000	46800000	3.20624859905847e-05	2.11121265723663
chrX	46645000	46650000	chrX	46795000	46800000	9.69653142816052e-06	2.11121265723663
chrX	46680000	46685000	chrX	46790000	46795000	0.00430071930079685	2.11121265723663
chrX	46800000	46805000	chrX	47090000	47095000	0.00190895293678127	2.11121265723663
chrX	46805000	46810000	chrX	46975000	46980000	0.0294486258687025	2.59920766833995
chrX	46805000	46810000	chrX	47025000	47030000	7.57461767081635e-05	2.59920766833995
chrX	46900000	46905000	chrX	47025000	47030000	0.000938027604485284	2.11121265723663
chrX	46905000	46910000	chrX	46975000	46980000	3.20624859905847e-05	2.11121265723663
chrX	47200000	47205000	chrX	47375000	47380000	0.00480984368841951	3.67583473599051
chrX	47195000	47200000	chrX	47520000	47525000	8.96507023112984e-05	2.11121265723663
chrX	47230000	47235000	chrX	47380000	47385000	0.0657867616210083	2.11121265723663
chrX	47235000	47240000	chrX	47520000	47525000	0.017856551050149	2.59920766833995
chrX	47565000	47570000	chrX	47640000	47645000	9.13054535840603e-05	2.59920766833995
chrX	47830000	47835000	chrX	48025000	48030000	1.58157405505399e-08	2.11121265723663
chrX	48085000	48090000	chrX	48465000	48470000	0.000366692999506735	2.59920766833995
chrX	48085000	48090000	chrX	48490000	48495000	0.0576937521725733	2.11121265723663
chrX	48105000	48110000	chrX	48255000	48260000	0.021212048196134	2.11121265723663
chrX	48180000	48185000	chrX	48270000	48275000	0.00189558527447491	2.11121265723663
chrX	48195000	48200000	chrX	48305000	48310000	0.0286745296745189	2.11121265723663
chrX	48270000	48275000	chrX	48335000	48340000	0.0289798010481898	2.11121265723663
chrX	48645000	48650000	chrX	48900000	48905000	0.0016766826730793	2.11121265723663
chrX	48965000	48970000	chrX	49040000	49045000	0.00470611651241142	2.59920766833995
chrX	49190000	49195000	chrX	49270000	49275000	0.0304860745165586	2.11121265723663
chrX	49295000	49300000	chrX	49750000	49755000	0.0119798704436384	2.11121265723663
chrX	49760000	49765000	chrX	49835000	49840000	0.0657867616210083	2.59920766833995
chrX	49760000	49765000	chrX	49870000	49875000	0.0783497185532463	2.11121265723663
chrX	65585000	65590000	chrX	66020000	66025000	0.0365478271750778	2.11121265723663
chrX	66030000	66035000	chrX	66105000	66110000	0.0779624931269882	2.11121265723663
chrX	68190000	68195000	chrX	68710000	68715000	0.00353635171260802	2.11121265723663
chrX	68515000	68520000	chrX	68705000	68710000	0.00334015148284795	3.2
chrX	68625000	68630000	chrX	68685000	68690000	0.0256809201684885	2.11121265723663
chrX	68730000	68735000	chrX	68805000	68810000	0.0152063664481862	2.11121265723663
chrX	68730000	68735000	chrX	69280000	69285000	0.0227270287040353	2.59920766833995
chrX	68820000	68825000	chrX	69385000	69390000	0.00234998439809526	2.11121265723663
chrX	68825000	68830000	chrX	69060000	69065000	0.00375853545805675	2.11121265723663
chrX	68825000	68830000	chrX	69155000	69160000	0.00165361953408127	2.11121265723663
chrX	68825000	68830000	chrX	69220000	69225000	1.32711296924048e-06	2.11121265723663
chrX	68825000	68830000	chrX	69285000	69290000	8.67249063896125e-07	2.11121265723663
chrX	69090000	69095000	chrX	69220000	69225000	0.0563314435185547	2.11121265723663
chrX	69090000	69095000	chrX	69280000	69285000	0.0779935210018557	3.2
chrX	69150000	69155000	chrX	69280000	69285000	0.0327023313116068	2.59920766833995
chrX	69490000	69495000	chrX	70025000	70030000	0.00353635171260802	2.11121265723663
chrX	69535000	69540000	chrX	69620000	69625000	0.0865756182129776	2.11121265723663
chrX	69535000	69540000	chrX	70030000	70035000	0.00130775266198458	2.11121265723663
chrX	70130000	70135000	chrX	70260000	70265000	0.0102402559762465	2.11121265723663
chrX	70285000	70290000	chrX	70430000	70435000	0.0308171793204248	2.59920766833995
chrX	70445000	70450000	chrX	70550000	70555000	0.000393648121744154	2.11121265723663
chrX	70445000	70450000	chrX	70660000	70665000	0.00140078121697137	2.59920766833995
chrX	70765000	70770000	chrX	70980000	70985000	0.00980963146420563	2.11121265723663
chrX	70995000	71000000	chrX	71170000	71175000	0.00375853545805675	2.11121265723663
chrX	71095000	71100000	chrX	71175000	71180000	0.0282787769318497	2.11121265723663
chrX	71415000	71420000	chrX	71560000	71565000	0.00590135678613023	2.59920766833995
chrX	71415000	71420000	chrX	71655000	71660000	1.30309179637485e-05	3.2
chrX	71465000	71470000	chrX	71655000	71660000	0.0265165683337038	2.11121265723663
chrX	71545000	71550000	chrX	71650000	71655000	0.0482139466973909	2.11121265723663
chrX	71575000	71580000	chrX	71650000	71655000	4.71492061057566e-05	2.11121265723663
chrX	72005000	72010000	chrX	72125000	72130000	1.30309179637485e-05	3.2
chrX	72245000	72250000	chrX	72540000	72545000	0.000393648121744154	2.11121265723663
chrX	94830000	94835000	chrX	95075000	95080000	0.0104746376423208	2.11121265723663
chrX	85110000	85115000	chrX	85545000	85550000	0.000138611662087174	2.59920766833995
chrX	73855000	73860000	chrX	74010000	74015000	5.81606243166277e-08	2.11121265723663
chrX	73855000	73860000	chrX	74130000	74135000	4.56829917721002e-05	2.11121265723663
chrX	73945000	73950000	chrX	74000000	74005000	0.035355010514273	2.11121265723663
chrX	74015000	74020000	chrX	74130000	74135000	0.0983857198682193	2.11121265723663
chrX	74345000	74350000	chrX	74545000	74550000	0.0965782436497426	2.11121265723663
chrX	74380000	74385000	chrX	74545000	74550000	0.000527139218777326	2.59920766833995
chrX	74490000	74495000	chrX	74540000	74545000	0.0114573719982263	2.11121265723663
chrX	77905000	77910000	chrX	78095000	78100000	0.000558200591708802	2.11121265723663
chrX	77910000	77915000	chrX	78020000	78025000	0.000327696121048856	2.11121265723663
chrX	78560000	78565000	chrX	78755000	78760000	0.0343502963546181	2.11121265723663
chrX	78975000	78980000	chrX	79070000	79075000	0.0110426008956755	2.11121265723663
chrX	78950000	78955000	chrX	79265000	79270000	0.00900413913897657	2.11121265723663
chrX	79090000	79095000	chrX	79265000	79270000	0.000766633861730873	3.2
chrX	79145000	79150000	chrX	79260000	79265000	0.000119685772893008	2.11121265723663
chrX	100510000	100515000	chrX	100670000	100675000	0.0771213674452694	2.59920766833995
chrX	100685000	100690000	chrX	100765000	100770000	2.78924081165144e-07	2.11121265723663
chrX	100890000	100895000	chrX	101210000	101215000	0.00181774922892223	2.11121265723663
chrX	101415000	101420000	chrX	101795000	101800000	0.000856933416360331	2.59920766833995
chrX	101600000	101605000	chrX	101795000	101800000	0.000181428090321464	2.59920766833995
chrX	102945000	102950000	chrX	103165000	103170000	1.16833578491793e-05	3.2
chrX	103210000	103215000	chrX	103465000	103470000	0.00142347362520893	2.11121265723663
chrX	103340000	103345000	chrX	103460000	103465000	9.56835313845161e-05	2.11121265723663
chrX	103530000	103535000	chrX	103685000	103690000	0.000856933416360331	2.59920766833995
chrX	103530000	103535000	chrX	103770000	103775000	0.0275835234870328	2.11121265723663
chrX	103530000	103535000	chrX	103810000	103815000	3.59613714476126e-05	2.11121265723663
chrX	103695000	103700000	chrX	103815000	103820000	0.000835880750435847	2.59920766833995
chrX	103920000	103925000	chrX	104110000	104115000	0.00360860437501188	2.11121265723663
chrX	106895000	106900000	chrX	106950000	106955000	0.0347184407680099	2.11121265723663
chrX	106995000	107000000	chrX	107430000	107435000	0.0668856668658258	2.11121265723663
chrX	107025000	107030000	chrX	107320000	107325000	0.0303291416265092	2.11121265723663
chrX	107535000	107540000	chrX	107780000	107785000	0.011152674783824	2.11121265723663
chrX	107660000	107665000	chrX	107775000	107780000	1.26410615308714e-09	2.59920766833995
chrX	107670000	107675000	chrX	107715000	107720000	1.04663046279763e-06	2.11121265723663
chrX	107720000	107725000	chrX	107770000	107775000	0.00537258268843465	2.11121265723663
chrX	108015000	108020000	chrX	108070000	108075000	0.00109372804441673	2.11121265723663
chrX	108220000	108225000	chrX	108535000	108540000	4.80399805740789e-06	2.59920766833995
chrX	108225000	108230000	chrX	108300000	108305000	0.00873121713020686	2.11121265723663
chrX	108695000	108700000	chrX	109385000	109390000	8.25456818390191e-06	2.11121265723663
chrX	109190000	109195000	chrX	109265000	109270000	0.0580242057752318	2.11121265723663
chrX	109265000	109270000	chrX	109370000	109375000	0.0661361994526381	2.59920766833995
chrX	109480000	109485000	chrX	109890000	109895000	0.0702589245892105	2.11121265723663
chrX	109485000	109490000	chrX	109630000	109635000	1.04663046279763e-06	2.11121265723663
chrX	109710000	109715000	chrX	109885000	109890000	8.25456818390191e-06	2.11121265723663
chrX	109715000	109720000	chrX	109850000	109855000	4.80399805740789e-06	2.11121265723663
chrX	109775000	109780000	chrX	109845000	109850000	0.0992218607804234	2.11121265723663
chrX	109910000	109915000	chrX	110140000	110145000	0.00747581080220317	2.11121265723663
chrX	110160000	110165000	chrX	110405000	110410000	3.60811047706022e-10	2.11121265723663
chrX	110165000	110170000	chrX	110315000	110320000	0.0286556109237093	2.59920766833995
chrX	110200000	110205000	chrX	110405000	110410000	0.00747581080220317	2.11121265723663
chrX	110320000	110325000	chrX	110400000	110405000	0.00873121713020686	2.11121265723663
chrX	110450000	110455000	chrX	110660000	110665000	0.000647482166382021	2.59920766833995
chrX	110990000	110995000	chrX	111100000	111105000	0.00727381237885047	2.11121265723663
chrX	111100000	111105000	chrX	111240000	111245000	0.000312105283080486	2.11121265723663
